day,phase,message_type,sender_type,sender_id,sender_side,recipient_id,recipient_scope,policy_id,package_scope,policy_ids_json,message_text
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1923.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030. This is bold, practical action that will cut emissions, bring down household fuel bills and speed the switch to cleaner, cheaper electric vehicles — provided the transition is fair.

We must pair the ban with real plans: public ownership and rapid expansion of renewable electricity, massive home and workplace charging installed by councils, and an insulation drive so families save on energy. For those who can’t afford an electric car, a generous scrappage and public transport alternative is essential — free or heavily discounted buses, trains and bike schemes for young people and low-income households.

This policy is about people, not profits. It stops fossil fuel firms dragging their heels and ensures the benefits of the transition are kept in our communities, not paid out to shareholders. Ban petrol sales by 2030 — Real Hope, Real Change for Fairer, Greener Communities."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,528.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030. This is bold, practical action that will cut emissions, bring down household fuel bills and speed the switch to cleaner, cheaper electric vehicles — provided the transition is fair.

We must pair the ban with real plans: public ownership and rapid expansion of renewable electricity, massive home and workplace charging installed by councils, and an insulation drive so families save on energy. For those who can’t afford an electric car, a generous scrappage and public transport alternative is essential — free or heavily discounted buses, trains and bike schemes for young people and low-income households.

This policy is about people, not profits. It stops fossil fuel firms dragging their heels and ensures the benefits of the transition are kept in our communities, not paid out to shareholders. Ban petrol sales by 2030 — Real Hope, Real Change for Fairer, Greener Communities."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,541.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030. This is bold, practical action that will cut emissions, bring down household fuel bills and speed the switch to cleaner, cheaper electric vehicles — provided the transition is fair.

We must pair the ban with real plans: public ownership and rapid expansion of renewable electricity, massive home and workplace charging installed by councils, and an insulation drive so families save on energy. For those who can’t afford an electric car, a generous scrappage and public transport alternative is essential — free or heavily discounted buses, trains and bike schemes for young people and low-income households.

This policy is about people, not profits. It stops fossil fuel firms dragging their heels and ensures the benefits of the transition are kept in our communities, not paid out to shareholders. Ban petrol sales by 2030 — Real Hope, Real Change for Fairer, Greener Communities."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1545.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030. This is bold, practical action that will cut emissions, bring down household fuel bills and speed the switch to cleaner, cheaper electric vehicles — provided the transition is fair.

We must pair the ban with real plans: public ownership and rapid expansion of renewable electricity, massive home and workplace charging installed by councils, and an insulation drive so families save on energy. For those who can’t afford an electric car, a generous scrappage and public transport alternative is essential — free or heavily discounted buses, trains and bike schemes for young people and low-income households.

This policy is about people, not profits. It stops fossil fuel firms dragging their heels and ensures the benefits of the transition are kept in our communities, not paid out to shareholders. Ban petrol sales by 2030 — Real Hope, Real Change for Fairer, Greener Communities."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1218.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030. This is bold, practical action that will cut emissions, bring down household fuel bills and speed the switch to cleaner, cheaper electric vehicles — provided the transition is fair.

We must pair the ban with real plans: public ownership and rapid expansion of renewable electricity, massive home and workplace charging installed by councils, and an insulation drive so families save on energy. For those who can’t afford an electric car, a generous scrappage and public transport alternative is essential — free or heavily discounted buses, trains and bike schemes for young people and low-income households.

This policy is about people, not profits. It stops fossil fuel firms dragging their heels and ensures the benefits of the transition are kept in our communities, not paid out to shareholders. Ban petrol sales by 2030 — Real Hope, Real Change for Fairer, Greener Communities."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,574.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030. This is bold, practical action that will cut emissions, bring down household fuel bills and speed the switch to cleaner, cheaper electric vehicles — provided the transition is fair.

We must pair the ban with real plans: public ownership and rapid expansion of renewable electricity, massive home and workplace charging installed by councils, and an insulation drive so families save on energy. For those who can’t afford an electric car, a generous scrappage and public transport alternative is essential — free or heavily discounted buses, trains and bike schemes for young people and low-income households.

This policy is about people, not profits. It stops fossil fuel firms dragging their heels and ensures the benefits of the transition are kept in our communities, not paid out to shareholders. Ban petrol sales by 2030 — Real Hope, Real Change for Fairer, Greener Communities."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1555.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030. This is bold, practical action that will cut emissions, bring down household fuel bills and speed the switch to cleaner, cheaper electric vehicles — provided the transition is fair.

We must pair the ban with real plans: public ownership and rapid expansion of renewable electricity, massive home and workplace charging installed by councils, and an insulation drive so families save on energy. For those who can’t afford an electric car, a generous scrappage and public transport alternative is essential — free or heavily discounted buses, trains and bike schemes for young people and low-income households.

This policy is about people, not profits. It stops fossil fuel firms dragging their heels and ensures the benefits of the transition are kept in our communities, not paid out to shareholders. Ban petrol sales by 2030 — Real Hope, Real Change for Fairer, Greener Communities."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,991.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030. This is bold, practical action that will cut emissions, bring down household fuel bills and speed the switch to cleaner, cheaper electric vehicles — provided the transition is fair.

We must pair the ban with real plans: public ownership and rapid expansion of renewable electricity, massive home and workplace charging installed by councils, and an insulation drive so families save on energy. For those who can’t afford an electric car, a generous scrappage and public transport alternative is essential — free or heavily discounted buses, trains and bike schemes for young people and low-income households.

This policy is about people, not profits. It stops fossil fuel firms dragging their heels and ensures the benefits of the transition are kept in our communities, not paid out to shareholders. Ban petrol sales by 2030 — Real Hope, Real Change for Fairer, Greener Communities."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,164.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030. This is bold, practical action that will cut emissions, bring down household fuel bills and speed the switch to cleaner, cheaper electric vehicles — provided the transition is fair.

We must pair the ban with real plans: public ownership and rapid expansion of renewable electricity, massive home and workplace charging installed by councils, and an insulation drive so families save on energy. For those who can’t afford an electric car, a generous scrappage and public transport alternative is essential — free or heavily discounted buses, trains and bike schemes for young people and low-income households.

This policy is about people, not profits. It stops fossil fuel firms dragging their heels and ensures the benefits of the transition are kept in our communities, not paid out to shareholders. Ban petrol sales by 2030 — Real Hope, Real Change for Fairer, Greener Communities."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1244.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030. This is bold, practical action that will cut emissions, bring down household fuel bills and speed the switch to cleaner, cheaper electric vehicles — provided the transition is fair.

We must pair the ban with real plans: public ownership and rapid expansion of renewable electricity, massive home and workplace charging installed by councils, and an insulation drive so families save on energy. For those who can’t afford an electric car, a generous scrappage and public transport alternative is essential — free or heavily discounted buses, trains and bike schemes for young people and low-income households.

This policy is about people, not profits. It stops fossil fuel firms dragging their heels and ensures the benefits of the transition are kept in our communities, not paid out to shareholders. Ban petrol sales by 2030 — Real Hope, Real Change for Fairer, Greener Communities."
