agent_id,day,policy_id,numeric
1923.0,0,ClimatePolicyID(1),1
1923.0,1,ClimatePolicyID(1),2
1923.0,2,ClimatePolicyID(1),2
1923.0,3,ClimatePolicyID(1),2
1923.0,0,ClimatePolicyID(2),1
1923.0,1,ClimatePolicyID(2),2
1923.0,2,ClimatePolicyID(2),2
1923.0,3,ClimatePolicyID(2),2
1923.0,0,ClimatePolicyID(3),1
1923.0,1,ClimatePolicyID(3),1
1923.0,2,ClimatePolicyID(3),2
1923.0,3,ClimatePolicyID(3),2
1923.0,0,ClimatePolicyID(4),1
1923.0,1,ClimatePolicyID(4),2
1923.0,2,ClimatePolicyID(4),2
1923.0,3,ClimatePolicyID(4),2
1923.0,0,ClimatePolicyID(5),0
1923.0,1,ClimatePolicyID(5),2
1923.0,2,ClimatePolicyID(5),2
1923.0,3,ClimatePolicyID(5),1
1923.0,0,ClimatePolicyID(6),0
1923.0,1,ClimatePolicyID(6),2
1923.0,2,ClimatePolicyID(6),2
1923.0,3,ClimatePolicyID(6),2
528.0,0,ClimatePolicyID(1),3
528.0,1,ClimatePolicyID(1),3
528.0,2,ClimatePolicyID(1),3
528.0,3,ClimatePolicyID(1),3
528.0,0,ClimatePolicyID(2),3
528.0,1,ClimatePolicyID(2),3
528.0,2,ClimatePolicyID(2),3
528.0,3,ClimatePolicyID(2),3
528.0,0,ClimatePolicyID(3),3
528.0,1,ClimatePolicyID(3),3
528.0,2,ClimatePolicyID(3),3
528.0,3,ClimatePolicyID(3),3
528.0,0,ClimatePolicyID(4),3
528.0,1,ClimatePolicyID(4),3
528.0,2,ClimatePolicyID(4),3
528.0,3,ClimatePolicyID(4),3
528.0,0,ClimatePolicyID(5),3
528.0,1,ClimatePolicyID(5),3
528.0,2,ClimatePolicyID(5),3
528.0,3,ClimatePolicyID(5),3
528.0,0,ClimatePolicyID(6),2
528.0,1,ClimatePolicyID(6),2
528.0,2,ClimatePolicyID(6),2
528.0,3,ClimatePolicyID(6),2
541.0,0,ClimatePolicyID(1),0
541.0,1,ClimatePolicyID(1),1
541.0,2,ClimatePolicyID(1),1
541.0,3,ClimatePolicyID(1),1
541.0,0,ClimatePolicyID(2),3
541.0,1,ClimatePolicyID(2),3
541.0,2,ClimatePolicyID(2),3
541.0,3,ClimatePolicyID(2),3
541.0,0,ClimatePolicyID(3),3
541.0,1,ClimatePolicyID(3),2
541.0,2,ClimatePolicyID(3),2
541.0,3,ClimatePolicyID(3),2
541.0,0,ClimatePolicyID(4),2
541.0,1,ClimatePolicyID(4),2
541.0,2,ClimatePolicyID(4),2
541.0,3,ClimatePolicyID(4),2
541.0,0,ClimatePolicyID(5),3
541.0,1,ClimatePolicyID(5),2
541.0,2,ClimatePolicyID(5),2
541.0,3,ClimatePolicyID(5),2
541.0,0,ClimatePolicyID(6),3
541.0,1,ClimatePolicyID(6),3
541.0,2,ClimatePolicyID(6),2
541.0,3,ClimatePolicyID(6),2
1545.0,0,ClimatePolicyID(1),1
1545.0,1,ClimatePolicyID(1),2
1545.0,2,ClimatePolicyID(1),2
1545.0,3,ClimatePolicyID(1),2
1545.0,0,ClimatePolicyID(2),0
1545.0,1,ClimatePolicyID(2),0
1545.0,2,ClimatePolicyID(2),-1
1545.0,3,ClimatePolicyID(2),-1
1545.0,0,ClimatePolicyID(3),1
1545.0,1,ClimatePolicyID(3),2
1545.0,2,ClimatePolicyID(3),2
1545.0,3,ClimatePolicyID(3),2
1545.0,0,ClimatePolicyID(4),0
1545.0,1,ClimatePolicyID(4),2
1545.0,2,ClimatePolicyID(4),1
1545.0,3,ClimatePolicyID(4),2
1545.0,0,ClimatePolicyID(5),1
1545.0,1,ClimatePolicyID(5),1
1545.0,2,ClimatePolicyID(5),1
1545.0,3,ClimatePolicyID(5),1
1545.0,0,ClimatePolicyID(6),0
1545.0,1,ClimatePolicyID(6),0
1545.0,2,ClimatePolicyID(6),-1
1545.0,3,ClimatePolicyID(6),0
1309.0,0,ClimatePolicyID(1),2
1309.0,1,ClimatePolicyID(1),2
1309.0,2,ClimatePolicyID(1),2
1309.0,3,ClimatePolicyID(1),2
1309.0,0,ClimatePolicyID(2),-2
1309.0,1,ClimatePolicyID(2),2
1309.0,2,ClimatePolicyID(2),2
1309.0,3,ClimatePolicyID(2),2
1309.0,0,ClimatePolicyID(3),2
1309.0,1,ClimatePolicyID(3),2
1309.0,2,ClimatePolicyID(3),2
1309.0,3,ClimatePolicyID(3),2
1309.0,0,ClimatePolicyID(4),2
1309.0,1,ClimatePolicyID(4),2
1309.0,2,ClimatePolicyID(4),2
1309.0,3,ClimatePolicyID(4),2
1309.0,0,ClimatePolicyID(5),0
1309.0,1,ClimatePolicyID(5),1
1309.0,2,ClimatePolicyID(5),1
1309.0,3,ClimatePolicyID(5),1
1309.0,0,ClimatePolicyID(6),-2
1309.0,1,ClimatePolicyID(6),2
1309.0,2,ClimatePolicyID(6),2
1309.0,3,ClimatePolicyID(6),2
1821.0,0,ClimatePolicyID(1),2
1821.0,1,ClimatePolicyID(1),2
1821.0,2,ClimatePolicyID(1),2
1821.0,3,ClimatePolicyID(1),2
1821.0,0,ClimatePolicyID(2),2
1821.0,1,ClimatePolicyID(2),2
1821.0,2,ClimatePolicyID(2),2
1821.0,3,ClimatePolicyID(2),2
1821.0,0,ClimatePolicyID(3),0
1821.0,1,ClimatePolicyID(3),2
1821.0,2,ClimatePolicyID(3),2
1821.0,3,ClimatePolicyID(3),2
1821.0,0,ClimatePolicyID(4),1
1821.0,1,ClimatePolicyID(4),1
1821.0,2,ClimatePolicyID(4),2
1821.0,3,ClimatePolicyID(4),2
1821.0,0,ClimatePolicyID(5),-1
1821.0,1,ClimatePolicyID(5),1
1821.0,2,ClimatePolicyID(5),2
1821.0,3,ClimatePolicyID(5),2
1821.0,0,ClimatePolicyID(6),1
1821.0,1,ClimatePolicyID(6),2
1821.0,2,ClimatePolicyID(6),2
1821.0,3,ClimatePolicyID(6),2
1218.0,0,ClimatePolicyID(1),3
1218.0,1,ClimatePolicyID(1),3
1218.0,2,ClimatePolicyID(1),3
1218.0,3,ClimatePolicyID(1),3
1218.0,0,ClimatePolicyID(2),3
1218.0,1,ClimatePolicyID(2),3
1218.0,2,ClimatePolicyID(2),3
1218.0,3,ClimatePolicyID(2),3
1218.0,0,ClimatePolicyID(3),3
1218.0,1,ClimatePolicyID(3),2
1218.0,2,ClimatePolicyID(3),3
1218.0,3,ClimatePolicyID(3),3
1218.0,0,ClimatePolicyID(4),3
1218.0,1,ClimatePolicyID(4),3
1218.0,2,ClimatePolicyID(4),3
1218.0,3,ClimatePolicyID(4),3
1218.0,0,ClimatePolicyID(5),2
1218.0,1,ClimatePolicyID(5),2
1218.0,2,ClimatePolicyID(5),2
1218.0,3,ClimatePolicyID(5),2
1218.0,0,ClimatePolicyID(6),0
1218.0,1,ClimatePolicyID(6),1
1218.0,2,ClimatePolicyID(6),1
1218.0,3,ClimatePolicyID(6),1
574.0,0,ClimatePolicyID(1),2
574.0,1,ClimatePolicyID(1),2
574.0,2,ClimatePolicyID(1),2
574.0,3,ClimatePolicyID(1),2
574.0,0,ClimatePolicyID(2),0
574.0,1,ClimatePolicyID(2),0
574.0,2,ClimatePolicyID(2),0
574.0,3,ClimatePolicyID(2),0
574.0,0,ClimatePolicyID(3),1
574.0,1,ClimatePolicyID(3),2
574.0,2,ClimatePolicyID(3),1
574.0,3,ClimatePolicyID(3),2
574.0,0,ClimatePolicyID(4),3
574.0,1,ClimatePolicyID(4),2
574.0,2,ClimatePolicyID(4),2
574.0,3,ClimatePolicyID(4),2
574.0,0,ClimatePolicyID(5),1
574.0,1,ClimatePolicyID(5),1
574.0,2,ClimatePolicyID(5),1
574.0,3,ClimatePolicyID(5),1
574.0,0,ClimatePolicyID(6),0
574.0,1,ClimatePolicyID(6),0
574.0,2,ClimatePolicyID(6),0
574.0,3,ClimatePolicyID(6),0
771.0,0,ClimatePolicyID(1),-1
771.0,1,ClimatePolicyID(1),-1
771.0,2,ClimatePolicyID(1),-2
771.0,3,ClimatePolicyID(1),0
771.0,0,ClimatePolicyID(2),-2
771.0,1,ClimatePolicyID(2),-2
771.0,2,ClimatePolicyID(2),-2
771.0,3,ClimatePolicyID(2),-2
771.0,0,ClimatePolicyID(3),-3
771.0,1,ClimatePolicyID(3),-3
771.0,2,ClimatePolicyID(3),-3
771.0,3,ClimatePolicyID(3),-3
771.0,0,ClimatePolicyID(4),0
771.0,1,ClimatePolicyID(4),-2
771.0,2,ClimatePolicyID(4),-1
771.0,3,ClimatePolicyID(4),-2
771.0,0,ClimatePolicyID(5),-3
771.0,1,ClimatePolicyID(5),-2
771.0,2,ClimatePolicyID(5),-2
771.0,3,ClimatePolicyID(5),-2
771.0,0,ClimatePolicyID(6),-2
771.0,1,ClimatePolicyID(6),-2
771.0,2,ClimatePolicyID(6),-2
771.0,3,ClimatePolicyID(6),-2
1555.0,0,ClimatePolicyID(1),3
1555.0,1,ClimatePolicyID(1),3
1555.0,2,ClimatePolicyID(1),2
1555.0,3,ClimatePolicyID(1),2
1555.0,0,ClimatePolicyID(2),3
1555.0,1,ClimatePolicyID(2),2
1555.0,2,ClimatePolicyID(2),2
1555.0,3,ClimatePolicyID(2),2
1555.0,0,ClimatePolicyID(3),-1
1555.0,1,ClimatePolicyID(3),-1
1555.0,2,ClimatePolicyID(3),-1
1555.0,3,ClimatePolicyID(3),-1
1555.0,0,ClimatePolicyID(4),3
1555.0,1,ClimatePolicyID(4),2
