agent_id,day,policy_id,numeric
1923.0,0,ClimatePolicyID(3),1
1923.0,1,ClimatePolicyID(3),2
1923.0,2,ClimatePolicyID(3),2
1923.0,3,ClimatePolicyID(3),2
1923.0,4,ClimatePolicyID(3),2
528.0,0,ClimatePolicyID(3),3
528.0,1,ClimatePolicyID(3),3
528.0,2,ClimatePolicyID(3),3
528.0,3,ClimatePolicyID(3),3
528.0,4,ClimatePolicyID(3),3
541.0,0,ClimatePolicyID(3),3
541.0,1,ClimatePolicyID(3),2
541.0,2,ClimatePolicyID(3),2
541.0,3,ClimatePolicyID(3),2
541.0,4,ClimatePolicyID(3),2
1545.0,0,ClimatePolicyID(3),1
1545.0,1,ClimatePolicyID(3),1
1545.0,2,ClimatePolicyID(3),1
1545.0,3,ClimatePolicyID(3),2
1545.0,4,ClimatePolicyID(3),2
1309.0,0,ClimatePolicyID(3),2
1309.0,1,ClimatePolicyID(3),2
1309.0,2,ClimatePolicyID(3),2
1309.0,3,ClimatePolicyID(3),2
1309.0,4,ClimatePolicyID(3),2
1821.0,0,ClimatePolicyID(3),0
1821.0,1,ClimatePolicyID(3),2
1821.0,2,ClimatePolicyID(3),1
1821.0,3,ClimatePolicyID(3),1
1821.0,4,ClimatePolicyID(3),1
1218.0,0,ClimatePolicyID(3),3
1218.0,1,ClimatePolicyID(3),3
1218.0,2,ClimatePolicyID(3),2
1218.0,3,ClimatePolicyID(3),3
1218.0,4,ClimatePolicyID(3),3
574.0,0,ClimatePolicyID(3),1
574.0,1,ClimatePolicyID(3),1
574.0,2,ClimatePolicyID(3),2
574.0,3,ClimatePolicyID(3),1
574.0,4,ClimatePolicyID(3),2
771.0,0,ClimatePolicyID(3),-3
771.0,1,ClimatePolicyID(3),-3
771.0,2,ClimatePolicyID(3),-3
771.0,3,ClimatePolicyID(3),-3
771.0,4,ClimatePolicyID(3),-3
1555.0,0,ClimatePolicyID(3),-1
1555.0,1,ClimatePolicyID(3),-1
1555.0,2,ClimatePolicyID(3),-1
1555.0,3,ClimatePolicyID(3),-1
1555.0,4,ClimatePolicyID(3),-1
991.0,0,ClimatePolicyID(3),0
991.0,1,ClimatePolicyID(3),-1
991.0,2,ClimatePolicyID(3),-1
991.0,3,ClimatePolicyID(3),-1
991.0,4,ClimatePolicyID(3),1
164.0,0,ClimatePolicyID(3),-2
164.0,1,ClimatePolicyID(3),2
164.0,2,ClimatePolicyID(3),2
164.0,3,ClimatePolicyID(3),2
164.0,4,ClimatePolicyID(3),2
1244.0,0,ClimatePolicyID(3),-2
1244.0,1,ClimatePolicyID(3),-2
1244.0,2,ClimatePolicyID(3),-2
1244.0,3,ClimatePolicyID(3),-2
1244.0,4,ClimatePolicyID(3),-2
853.0,0,ClimatePolicyID(3),-3
853.0,1,ClimatePolicyID(3),-3
853.0,2,ClimatePolicyID(3),-3
853.0,3,ClimatePolicyID(3),-2
853.0,4,ClimatePolicyID(3),-2
519.0,0,ClimatePolicyID(3),0
519.0,1,ClimatePolicyID(3),1
519.0,2,ClimatePolicyID(3),1
519.0,3,ClimatePolicyID(3),1
519.0,4,ClimatePolicyID(3),2
357.0,0,ClimatePolicyID(3),2
357.0,1,ClimatePolicyID(3),1
357.0,2,ClimatePolicyID(3),1
357.0,3,ClimatePolicyID(3),1
357.0,4,ClimatePolicyID(3),2
1318.0,0,ClimatePolicyID(3),3
1318.0,1,ClimatePolicyID(3),3
1318.0,2,ClimatePolicyID(3),3
1318.0,3,ClimatePolicyID(3),3
1318.0,4,ClimatePolicyID(3),3
516.0,0,ClimatePolicyID(3),-3
516.0,1,ClimatePolicyID(3),-2
516.0,2,ClimatePolicyID(3),-2
516.0,3,ClimatePolicyID(3),-2
516.0,4,ClimatePolicyID(3),-2
1932.0,0,ClimatePolicyID(3),0
1932.0,1,ClimatePolicyID(3),-2
1932.0,2,ClimatePolicyID(3),-2
1932.0,3,ClimatePolicyID(3),-2
1932.0,4,ClimatePolicyID(3),-2
1327.0,0,ClimatePolicyID(3),3
1327.0,1,ClimatePolicyID(3),2
1327.0,2,ClimatePolicyID(3),2
1327.0,3,ClimatePolicyID(3),2
1327.0,4,ClimatePolicyID(3),2
332.0,0,ClimatePolicyID(3),0
332.0,1,ClimatePolicyID(3),2
332.0,2,ClimatePolicyID(3),-1
332.0,3,ClimatePolicyID(3),1
332.0,4,ClimatePolicyID(3),-1
861.0,0,ClimatePolicyID(3),3
861.0,1,ClimatePolicyID(3),2
861.0,2,ClimatePolicyID(3),3
861.0,3,ClimatePolicyID(3),2
861.0,4,ClimatePolicyID(3),2
1540.0,0,ClimatePolicyID(3),-3
1540.0,1,ClimatePolicyID(3),-3
1540.0,2,ClimatePolicyID(3),-3
1540.0,3,ClimatePolicyID(3),-3
1540.0,4,ClimatePolicyID(3),-3
529.0,0,ClimatePolicyID(3),2
529.0,1,ClimatePolicyID(3),2
529.0,2,ClimatePolicyID(3),2
529.0,3,ClimatePolicyID(3),2
529.0,4,ClimatePolicyID(3),2
1339.0,0,ClimatePolicyID(3),0
1339.0,1,ClimatePolicyID(3),2
1339.0,2,ClimatePolicyID(3),2
1339.0,3,ClimatePolicyID(3),2
1339.0,4,ClimatePolicyID(3),2
1730.0,0,ClimatePolicyID(3),0
1730.0,1,ClimatePolicyID(3),-1
1730.0,2,ClimatePolicyID(3),-1
1730.0,3,ClimatePolicyID(3),-1
1730.0,4,ClimatePolicyID(3),-1
485.0,0,ClimatePolicyID(3),2
485.0,1,ClimatePolicyID(3),2
485.0,2,ClimatePolicyID(3),2
485.0,3,ClimatePolicyID(3),2
485.0,4,ClimatePolicyID(3),2
174.0,0,ClimatePolicyID(3),-3
174.0,1,ClimatePolicyID(3),-2
174.0,2,ClimatePolicyID(3),-2
174.0,3,ClimatePolicyID(3),-2
174.0,4,ClimatePolicyID(3),-2
1450.0,0,ClimatePolicyID(3),2
1450.0,1,ClimatePolicyID(3),2
1450.0,2,ClimatePolicyID(3),2
1450.0,3,ClimatePolicyID(3),2
1450.0,4,ClimatePolicyID(3),2
579.0,0,ClimatePolicyID(3),2
579.0,1,ClimatePolicyID(3),2
579.0,2,ClimatePolicyID(3),2
579.0,3,ClimatePolicyID(3),2
579.0,4,ClimatePolicyID(3),2
