agent_id,day,policy_id,numeric
1230.0,0,ClimatePolicyID(5),1
1230.0,1,ClimatePolicyID(5),1
1230.0,3,ClimatePolicyID(5),1
1230.0,2,ClimatePolicyID(1),2
112.0,0,ClimatePolicyID(5),3
112.0,1,ClimatePolicyID(5),1
112.0,3,ClimatePolicyID(5),1
112.0,2,ClimatePolicyID(1),2
1548.0,0,ClimatePolicyID(5),1
1548.0,1,ClimatePolicyID(5),1
1548.0,3,ClimatePolicyID(5),1
1548.0,2,ClimatePolicyID(1),2
1624.0,0,ClimatePolicyID(5),2
1624.0,1,ClimatePolicyID(5),2
1624.0,3,ClimatePolicyID(5),2
1624.0,2,ClimatePolicyID(1),2
1321.0,0,ClimatePolicyID(5),3
1321.0,1,ClimatePolicyID(5),3
1321.0,3,ClimatePolicyID(5),3
1321.0,2,ClimatePolicyID(1),3
164.0,0,ClimatePolicyID(5),3
164.0,1,ClimatePolicyID(5),2
164.0,3,ClimatePolicyID(5),2
164.0,2,ClimatePolicyID(1),3
1519.0,0,ClimatePolicyID(5),2
1519.0,1,ClimatePolicyID(5),2
1519.0,3,ClimatePolicyID(5),2
1519.0,2,ClimatePolicyID(1),2
1692.0,0,ClimatePolicyID(5),3
1692.0,1,ClimatePolicyID(5),3
1692.0,3,ClimatePolicyID(5),3
1692.0,2,ClimatePolicyID(1),3
1273.0,0,ClimatePolicyID(5),3
1273.0,1,ClimatePolicyID(5),3
1273.0,3,ClimatePolicyID(5),3
1273.0,2,ClimatePolicyID(1),3
612.0,0,ClimatePolicyID(5),1
612.0,1,ClimatePolicyID(5),1
612.0,3,ClimatePolicyID(5),1
612.0,2,ClimatePolicyID(1),2
