day,phase,message_type,sender_type,sender_id,sender_side,recipient_id,recipient_scope,policy_id,package_scope,policy_ids_json,message_text
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1923.0,broadcast,ClimatePolicyID(5),,[],"I strongly support government policies that impose a carbon tax on fossil fuel sales and distribute the revenues to the public (carbon fee and dividend). This is a fair, common-sense step that aligns with the Green Party’s promise of Real Hope, Real Change for the many, not the few.

Why I support it: a carbon fee creates a clear price signal to reduce emissions, driving investment in home insulation, clean heat, and renewable energy—reducing bills in the long run while cutting pollution. Returning the revenue to households as a dividend protects households from higher costs, especially renters and those on low incomes, ensuring energy justice. It levels the playing field so fossil fuels pay their true costs to society: climate damage, health costs, and infrastructure wear.

This policy empowers the public purse to fund the NHS, public transport, schools, and local renewables, rather than bloated subsidies to fossil interests. It also incentivises wealthier polluters to cut emissions, while giving every person a fair share of the energy transition.

In short: carbon fee and dividend is a practical, fair, and ambitious path to cleaner air, lower bills, and a healthier, more prosperous country for the common good."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,528.0,broadcast,ClimatePolicyID(5),,[],"I strongly support government policies that impose a carbon tax on fossil fuel sales and distribute the revenues to the public (carbon fee and dividend). This is a fair, common-sense step that aligns with the Green Party’s promise of Real Hope, Real Change for the many, not the few.

Why I support it: a carbon fee creates a clear price signal to reduce emissions, driving investment in home insulation, clean heat, and renewable energy—reducing bills in the long run while cutting pollution. Returning the revenue to households as a dividend protects households from higher costs, especially renters and those on low incomes, ensuring energy justice. It levels the playing field so fossil fuels pay their true costs to society: climate damage, health costs, and infrastructure wear.

This policy empowers the public purse to fund the NHS, public transport, schools, and local renewables, rather than bloated subsidies to fossil interests. It also incentivises wealthier polluters to cut emissions, while giving every person a fair share of the energy transition.

In short: carbon fee and dividend is a practical, fair, and ambitious path to cleaner air, lower bills, and a healthier, more prosperous country for the common good."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,541.0,broadcast,ClimatePolicyID(5),,[],"I strongly support government policies that impose a carbon tax on fossil fuel sales and distribute the revenues to the public (carbon fee and dividend). This is a fair, common-sense step that aligns with the Green Party’s promise of Real Hope, Real Change for the many, not the few.

Why I support it: a carbon fee creates a clear price signal to reduce emissions, driving investment in home insulation, clean heat, and renewable energy—reducing bills in the long run while cutting pollution. Returning the revenue to households as a dividend protects households from higher costs, especially renters and those on low incomes, ensuring energy justice. It levels the playing field so fossil fuels pay their true costs to society: climate damage, health costs, and infrastructure wear.

This policy empowers the public purse to fund the NHS, public transport, schools, and local renewables, rather than bloated subsidies to fossil interests. It also incentivises wealthier polluters to cut emissions, while giving every person a fair share of the energy transition.

In short: carbon fee and dividend is a practical, fair, and ambitious path to cleaner air, lower bills, and a healthier, more prosperous country for the common good."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1545.0,broadcast,ClimatePolicyID(5),,[],"I strongly support government policies that impose a carbon tax on fossil fuel sales and distribute the revenues to the public (carbon fee and dividend). This is a fair, common-sense step that aligns with the Green Party’s promise of Real Hope, Real Change for the many, not the few.

Why I support it: a carbon fee creates a clear price signal to reduce emissions, driving investment in home insulation, clean heat, and renewable energy—reducing bills in the long run while cutting pollution. Returning the revenue to households as a dividend protects households from higher costs, especially renters and those on low incomes, ensuring energy justice. It levels the playing field so fossil fuels pay their true costs to society: climate damage, health costs, and infrastructure wear.

This policy empowers the public purse to fund the NHS, public transport, schools, and local renewables, rather than bloated subsidies to fossil interests. It also incentivises wealthier polluters to cut emissions, while giving every person a fair share of the energy transition.

In short: carbon fee and dividend is a practical, fair, and ambitious path to cleaner air, lower bills, and a healthier, more prosperous country for the common good."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1309.0,broadcast,ClimatePolicyID(5),,[],"I strongly support government policies that impose a carbon tax on fossil fuel sales and distribute the revenues to the public (carbon fee and dividend). This is a fair, common-sense step that aligns with the Green Party’s promise of Real Hope, Real Change for the many, not the few.

Why I support it: a carbon fee creates a clear price signal to reduce emissions, driving investment in home insulation, clean heat, and renewable energy—reducing bills in the long run while cutting pollution. Returning the revenue to households as a dividend protects households from higher costs, especially renters and those on low incomes, ensuring energy justice. It levels the playing field so fossil fuels pay their true costs to society: climate damage, health costs, and infrastructure wear.

This policy empowers the public purse to fund the NHS, public transport, schools, and local renewables, rather than bloated subsidies to fossil interests. It also incentivises wealthier polluters to cut emissions, while giving every person a fair share of the energy transition.

In short: carbon fee and dividend is a practical, fair, and ambitious path to cleaner air, lower bills, and a healthier, more prosperous country for the common good."
1,P-B,political_broadcast,political_agent,agent_b,anti_climate,541.0,broadcast,ClimatePolicyID(5),,[],"Oppose. The carbon tax and dividend scheme is a classic Green Blob con: it taxes ordinary people and then pretends to send them a “refund” while crushing energy bills and wrecking local jobs.

First, it’s a stealth tax that hits households right where it hurts—on heating, petrol, and daily essentials. The dividend sounds generous in theory, but bills rise faster than any rebate, especially for pensioners and families on tight budgets. It’s a price hike dressed up as virtue.

Second, it’s a Westminster fantasy that assumes every household can transition instantly to costly, unreliable green energy. In the real world, North Sea oil and gas keep our lights on and our economy humming. A carbon tax punishes domestic producers, shrinks rural livelihoods, and hands power to bureaucrats who don’t drive lorries, milk cows, or run small businesses.

Third, it pushes us toward dependency on imports and climate targets that inflate costs while offering little tangible benefit to everyday Britons. Scrap this ideology, restore British energy sovereignty, and stop squeezing working people with another green levy.

Restoring Britain's Power and Prosperity means scrapping this carbon tax-and-dividend trap and investing instead in affordable, reliable energy here at home. Net Zero is Net Poverty."
1,P-B,political_broadcast,political_agent,agent_b,anti_climate,1545.0,broadcast,ClimatePolicyID(5),,[],"Oppose. The carbon tax and dividend scheme is a classic Green Blob con: it taxes ordinary people and then pretends to send them a “refund” while crushing energy bills and wrecking local jobs.

First, it’s a stealth tax that hits households right where it hurts—on heating, petrol, and daily essentials. The dividend sounds generous in theory, but bills rise faster than any rebate, especially for pensioners and families on tight budgets. It’s a price hike dressed up as virtue.

Second, it’s a Westminster fantasy that assumes every household can transition instantly to costly, unreliable green energy. In the real world, North Sea oil and gas keep our lights on and our economy humming. A carbon tax punishes domestic producers, shrinks rural livelihoods, and hands power to bureaucrats who don’t drive lorries, milk cows, or run small businesses.

Third, it pushes us toward dependency on imports and climate targets that inflate costs while offering little tangible benefit to everyday Britons. Scrap this ideology, restore British energy sovereignty, and stop squeezing working people with another green levy.

Restoring Britain's Power and Prosperity means scrapping this carbon tax-and-dividend trap and investing instead in affordable, reliable energy here at home. Net Zero is Net Poverty."
1,C,peer_message,citizen,1923.0,,528.0,direct,ClimatePolicyID(5),,[],"I’m fairly cautious but open to carbon fee and dividend in principle. I like the idea of a clear emission signal plus a visible dividend that supports households, especially if revenue is recycled transparently and protects renters and low-income groups. I’d want strong guardrails, sunset or performance checks, and concrete plans to prevent regressive effects before I’d say I strongly support it."
1,C,peer_message,citizen,1923.0,,541.0,direct,ClimatePolicyID(5),,[],"I’m fairly cautious but open to carbon fee and dividend in principle. I like the idea of a clear emission signal plus a visible dividend that supports households, especially if revenue is recycled transparently and protects renters and low-income groups. I’d want strong guardrails, sunset or performance checks, and concrete plans to prevent regressive effects before I’d say I strongly support it."
1,C,peer_message,citizen,528.0,,1923.0,direct,ClimatePolicyID(5),,[],"I strongly support government policies that impose a carbon tax on fossil fuel sales and distribute the revenues to the public as a dividend. It creates a clear price signal to cut emissions while returning value to households, which helps energy justice and supports those on lower incomes. It’s aligned with my commitment to environmental protection, global justice, and fair opportunity."
