agent_id,day,policy_id,numeric
684.0,0,ClimatePolicyID(3),3
684.0,1,ClimatePolicyID(3),3
684.0,2,ClimatePolicyID(3),2
684.0,3,ClimatePolicyID(3),2
684.0,4,ClimatePolicyID(3),2
615.0,0,ClimatePolicyID(3),3
615.0,1,ClimatePolicyID(3),2
615.0,2,ClimatePolicyID(3),2
615.0,3,ClimatePolicyID(3),2
615.0,4,ClimatePolicyID(3),2
822.0,0,ClimatePolicyID(3),-2
822.0,1,ClimatePolicyID(3),-2
822.0,2,ClimatePolicyID(3),-3
822.0,3,ClimatePolicyID(3),-3
822.0,4,ClimatePolicyID(3),-3
1355.0,0,ClimatePolicyID(3),-3
1355.0,1,ClimatePolicyID(3),-3
1355.0,2,ClimatePolicyID(3),-3
1355.0,3,ClimatePolicyID(3),-3
1355.0,4,ClimatePolicyID(3),-3
1925.0,0,ClimatePolicyID(3),0
1925.0,1,ClimatePolicyID(3),1
1925.0,2,ClimatePolicyID(3),1
1925.0,3,ClimatePolicyID(3),1
1925.0,4,ClimatePolicyID(3),1
498.0,0,ClimatePolicyID(3),0
498.0,1,ClimatePolicyID(3),-1
498.0,2,ClimatePolicyID(3),-1
498.0,3,ClimatePolicyID(3),-2
498.0,4,ClimatePolicyID(3),-1
1744.0,0,ClimatePolicyID(3),-1
1744.0,1,ClimatePolicyID(3),-2
1744.0,2,ClimatePolicyID(3),-1
1744.0,3,ClimatePolicyID(3),-2
1744.0,4,ClimatePolicyID(3),-2
693.0,0,ClimatePolicyID(3),1
693.0,1,ClimatePolicyID(3),-1
693.0,2,ClimatePolicyID(3),1
693.0,3,ClimatePolicyID(3),2
693.0,4,ClimatePolicyID(3),-1
65.0,0,ClimatePolicyID(3),3
65.0,1,ClimatePolicyID(3),2
65.0,2,ClimatePolicyID(3),2
65.0,3,ClimatePolicyID(3),2
65.0,4,ClimatePolicyID(3),1
100.0,0,ClimatePolicyID(3),0
100.0,1,ClimatePolicyID(3),2
100.0,2,ClimatePolicyID(3),1
100.0,3,ClimatePolicyID(3),1
100.0,4,ClimatePolicyID(3),1
1229.0,0,ClimatePolicyID(3),2
1229.0,1,ClimatePolicyID(3),2
1229.0,2,ClimatePolicyID(3),2
1229.0,3,ClimatePolicyID(3),2
1229.0,4,ClimatePolicyID(3),2
487.0,0,ClimatePolicyID(3),-2
487.0,1,ClimatePolicyID(3),-2
487.0,2,ClimatePolicyID(3),-2
487.0,3,ClimatePolicyID(3),-2
487.0,4,ClimatePolicyID(3),-2
1005.0,0,ClimatePolicyID(3),-1
1005.0,1,ClimatePolicyID(3),2
1005.0,2,ClimatePolicyID(3),1
1005.0,3,ClimatePolicyID(3),-1
1005.0,4,ClimatePolicyID(3),1
1451.0,0,ClimatePolicyID(3),2
1451.0,1,ClimatePolicyID(3),2
1451.0,2,ClimatePolicyID(3),2
1451.0,3,ClimatePolicyID(3),1
1451.0,4,ClimatePolicyID(3),1
1269.0,0,ClimatePolicyID(3),3
1269.0,1,ClimatePolicyID(3),2
1269.0,2,ClimatePolicyID(3),2
1269.0,3,ClimatePolicyID(3),2
1269.0,4,ClimatePolicyID(3),2
1407.0,0,ClimatePolicyID(3),3
1407.0,1,ClimatePolicyID(3),2
1407.0,2,ClimatePolicyID(3),2
1407.0,3,ClimatePolicyID(3),2
1407.0,4,ClimatePolicyID(3),2
858.0,0,ClimatePolicyID(3),1
858.0,1,ClimatePolicyID(3),2
858.0,2,ClimatePolicyID(3),2
858.0,3,ClimatePolicyID(3),2
858.0,4,ClimatePolicyID(3),2
1406.0,0,ClimatePolicyID(3),-3
1406.0,1,ClimatePolicyID(3),-2
1406.0,2,ClimatePolicyID(3),-2
1406.0,3,ClimatePolicyID(3),-2
1406.0,4,ClimatePolicyID(3),-2
1103.0,0,ClimatePolicyID(3),2
1103.0,1,ClimatePolicyID(3),2
1103.0,2,ClimatePolicyID(3),2
1103.0,3,ClimatePolicyID(3),2
1103.0,4,ClimatePolicyID(3),2
