agent_id,day,policy_id,numeric
1066.0,0,ClimatePolicyID(1),3
1066.0,1,ClimatePolicyID(1),3
1066.0,2,ClimatePolicyID(1),3
1066.0,0,ClimatePolicyID(2),2
1066.0,1,ClimatePolicyID(2),2
1066.0,2,ClimatePolicyID(2),3
1066.0,0,ClimatePolicyID(3),2
1066.0,1,ClimatePolicyID(3),2
1066.0,2,ClimatePolicyID(3),2
1066.0,0,ClimatePolicyID(4),2
1066.0,1,ClimatePolicyID(4),2
1066.0,2,ClimatePolicyID(4),2
1066.0,0,ClimatePolicyID(5),2
1066.0,1,ClimatePolicyID(5),3
1066.0,2,ClimatePolicyID(5),2
1066.0,0,ClimatePolicyID(6),2
1066.0,1,ClimatePolicyID(6),2
1066.0,2,ClimatePolicyID(6),2
1260.0,0,ClimatePolicyID(1),3
1260.0,1,ClimatePolicyID(1),2
1260.0,2,ClimatePolicyID(1),2
1260.0,0,ClimatePolicyID(2),2
1260.0,1,ClimatePolicyID(2),2
1260.0,2,ClimatePolicyID(2),1
1260.0,0,ClimatePolicyID(3),2
1260.0,1,ClimatePolicyID(3),1
1260.0,2,ClimatePolicyID(3),1
1260.0,0,ClimatePolicyID(4),2
1260.0,1,ClimatePolicyID(4),2
1260.0,2,ClimatePolicyID(4),2
1260.0,0,ClimatePolicyID(5),1
1260.0,1,ClimatePolicyID(5),1
1260.0,2,ClimatePolicyID(5),1
1260.0,0,ClimatePolicyID(6),1
1260.0,1,ClimatePolicyID(6),1
1260.0,2,ClimatePolicyID(6),1
1393.0,0,ClimatePolicyID(1),1
1393.0,1,ClimatePolicyID(1),-1
1393.0,2,ClimatePolicyID(1),1
1393.0,0,ClimatePolicyID(2),-2
1393.0,1,ClimatePolicyID(2),-2
1393.0,2,ClimatePolicyID(2),-2
1393.0,0,ClimatePolicyID(3),-2
1393.0,1,ClimatePolicyID(3),-2
1393.0,2,ClimatePolicyID(3),-2
1393.0,0,ClimatePolicyID(4),-1
1393.0,1,ClimatePolicyID(4),1
1393.0,2,ClimatePolicyID(4),-2
1393.0,0,ClimatePolicyID(5),-1
1393.0,1,ClimatePolicyID(5),1
1393.0,2,ClimatePolicyID(5),-1
1393.0,0,ClimatePolicyID(6),-2
1393.0,1,ClimatePolicyID(6),-2
1393.0,2,ClimatePolicyID(6),-2
413.0,0,ClimatePolicyID(1),2
413.0,1,ClimatePolicyID(1),3
413.0,2,ClimatePolicyID(1),2
413.0,0,ClimatePolicyID(2),3
413.0,1,ClimatePolicyID(2),1
413.0,2,ClimatePolicyID(2),1
413.0,0,ClimatePolicyID(3),2
413.0,1,ClimatePolicyID(3),1
413.0,2,ClimatePolicyID(3),1
413.0,0,ClimatePolicyID(4),2
413.0,1,ClimatePolicyID(4),2
413.0,2,ClimatePolicyID(4),2
413.0,0,ClimatePolicyID(5),2
413.0,1,ClimatePolicyID(5),1
413.0,2,ClimatePolicyID(5),1
413.0,0,ClimatePolicyID(6),3
413.0,1,ClimatePolicyID(6),2
413.0,2,ClimatePolicyID(6),1
272.0,0,ClimatePolicyID(1),1
272.0,1,ClimatePolicyID(1),1
272.0,2,ClimatePolicyID(1),1
272.0,0,ClimatePolicyID(2),-2
272.0,1,ClimatePolicyID(2),-2
272.0,2,ClimatePolicyID(2),-2
272.0,0,ClimatePolicyID(3),-2
272.0,1,ClimatePolicyID(3),-1
272.0,2,ClimatePolicyID(3),-2
272.0,0,ClimatePolicyID(4),1
272.0,1,ClimatePolicyID(4),-1
272.0,2,ClimatePolicyID(4),1
272.0,0,ClimatePolicyID(5),1
272.0,1,ClimatePolicyID(5),-1
272.0,2,ClimatePolicyID(5),-1
272.0,0,ClimatePolicyID(6),-2
272.0,1,ClimatePolicyID(6),-2
272.0,2,ClimatePolicyID(6),-1
