day,phase,message_type,sender_type,sender_id,sender_side,recipient_id,recipient_scope,policy_id,package_scope,policy_ids_json,message_text
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1066.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","In the face of the climate crisis, we have a profound opportunity to reshape our future for the better. I wholeheartedly support a comprehensive package of policies that will accelerate the transition to a sustainable, fairer society. 

First, accelerating the roll-out of renewable energy production, including expanding offshore and onshore wind parks, is essential. This renewable revolution not only creates jobs but also ensures that energy remains affordable and accessible for everyone. Coupled with a ban on new oil, gas, and coal licenses, we can finally break free from the grip of fossil fuels, paving the way for a cleaner, greener future.

Transitioning to electric vehicles is another critical step. By banning the sale of new petrol cars by 2030, we can reduce emissions and improve air quality in our communities. Similarly, mandating non-fossil fuel heating systems, rooftop solar panels, and high levels of insulation in new housing developments will ensure that our homes are energy-efficient and resilient.

Implementing a carbon tax on fossil fuels, with revenues returned to the public, will not only hold polluters accountable but also support families facing rising costs. Finally, we must acknowledge our global responsibility by compensating those in other countries impacted by climate change.

Together, these policies represent a unified vision for a fairer, greener Britain—one where communities thrive, the planet heals, and everyone has a secure future. Let’s embrace this real hope and real change for the common good!"
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1260.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","In the face of the climate crisis, we have a profound opportunity to reshape our future for the better. I wholeheartedly support a comprehensive package of policies that will accelerate the transition to a sustainable, fairer society. 

First, accelerating the roll-out of renewable energy production, including expanding offshore and onshore wind parks, is essential. This renewable revolution not only creates jobs but also ensures that energy remains affordable and accessible for everyone. Coupled with a ban on new oil, gas, and coal licenses, we can finally break free from the grip of fossil fuels, paving the way for a cleaner, greener future.

Transitioning to electric vehicles is another critical step. By banning the sale of new petrol cars by 2030, we can reduce emissions and improve air quality in our communities. Similarly, mandating non-fossil fuel heating systems, rooftop solar panels, and high levels of insulation in new housing developments will ensure that our homes are energy-efficient and resilient.

Implementing a carbon tax on fossil fuels, with revenues returned to the public, will not only hold polluters accountable but also support families facing rising costs. Finally, we must acknowledge our global responsibility by compensating those in other countries impacted by climate change.

Together, these policies represent a unified vision for a fairer, greener Britain—one where communities thrive, the planet heals, and everyone has a secure future. Let’s embrace this real hope and real change for the common good!"
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1393.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","In the face of the climate crisis, we have a profound opportunity to reshape our future for the better. I wholeheartedly support a comprehensive package of policies that will accelerate the transition to a sustainable, fairer society. 

First, accelerating the roll-out of renewable energy production, including expanding offshore and onshore wind parks, is essential. This renewable revolution not only creates jobs but also ensures that energy remains affordable and accessible for everyone. Coupled with a ban on new oil, gas, and coal licenses, we can finally break free from the grip of fossil fuels, paving the way for a cleaner, greener future.

Transitioning to electric vehicles is another critical step. By banning the sale of new petrol cars by 2030, we can reduce emissions and improve air quality in our communities. Similarly, mandating non-fossil fuel heating systems, rooftop solar panels, and high levels of insulation in new housing developments will ensure that our homes are energy-efficient and resilient.

Implementing a carbon tax on fossil fuels, with revenues returned to the public, will not only hold polluters accountable but also support families facing rising costs. Finally, we must acknowledge our global responsibility by compensating those in other countries impacted by climate change.

Together, these policies represent a unified vision for a fairer, greener Britain—one where communities thrive, the planet heals, and everyone has a secure future. Let’s embrace this real hope and real change for the common good!"
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,413.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","In the face of the climate crisis, we have a profound opportunity to reshape our future for the better. I wholeheartedly support a comprehensive package of policies that will accelerate the transition to a sustainable, fairer society. 

First, accelerating the roll-out of renewable energy production, including expanding offshore and onshore wind parks, is essential. This renewable revolution not only creates jobs but also ensures that energy remains affordable and accessible for everyone. Coupled with a ban on new oil, gas, and coal licenses, we can finally break free from the grip of fossil fuels, paving the way for a cleaner, greener future.

Transitioning to electric vehicles is another critical step. By banning the sale of new petrol cars by 2030, we can reduce emissions and improve air quality in our communities. Similarly, mandating non-fossil fuel heating systems, rooftop solar panels, and high levels of insulation in new housing developments will ensure that our homes are energy-efficient and resilient.

Implementing a carbon tax on fossil fuels, with revenues returned to the public, will not only hold polluters accountable but also support families facing rising costs. Finally, we must acknowledge our global responsibility by compensating those in other countries impacted by climate change.

Together, these policies represent a unified vision for a fairer, greener Britain—one where communities thrive, the planet heals, and everyone has a secure future. Let’s embrace this real hope and real change for the common good!"
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,272.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","In the face of the climate crisis, we have a profound opportunity to reshape our future for the better. I wholeheartedly support a comprehensive package of policies that will accelerate the transition to a sustainable, fairer society. 

First, accelerating the roll-out of renewable energy production, including expanding offshore and onshore wind parks, is essential. This renewable revolution not only creates jobs but also ensures that energy remains affordable and accessible for everyone. Coupled with a ban on new oil, gas, and coal licenses, we can finally break free from the grip of fossil fuels, paving the way for a cleaner, greener future.

Transitioning to electric vehicles is another critical step. By banning the sale of new petrol cars by 2030, we can reduce emissions and improve air quality in our communities. Similarly, mandating non-fossil fuel heating systems, rooftop solar panels, and high levels of insulation in new housing developments will ensure that our homes are energy-efficient and resilient.

Implementing a carbon tax on fossil fuels, with revenues returned to the public, will not only hold polluters accountable but also support families facing rising costs. Finally, we must acknowledge our global responsibility by compensating those in other countries impacted by climate change.

Together, these policies represent a unified vision for a fairer, greener Britain—one where communities thrive, the planet heals, and everyone has a secure future. Let’s embrace this real hope and real change for the common good!"
1,P-B,political_broadcast,political_agent,agent_b,anti_climate,1260.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","Let’s be clear: the government’s climate policies are a full-frontal assault on ordinary British people, all under the guise of saving the planet. Accelerating the roll-out of renewable energy like offshore and onshore wind parks sounds nice, but it comes at a staggering cost to our energy bills. We are already struggling to heat our homes, and this ideological push will only drive prices higher.

Banning new oil, gas, and coal licenses is nothing short of economic suicide. It’s a reckless move that ignores our energy needs and puts us at the mercy of foreign suppliers. The same goes for the absurd plan to ban the sale of new petrol cars by 2030. This isn't just an attack on personal freedom; it's a regressive tax on working people who rely on their vehicles to get to work and support their families.

Mandating non-fossil fuel heating systems and rooftop solar panels in new housing developments only adds to the burden for homebuyers and builders alike. And don’t get me started on the carbon tax! This is just another way for the government to squeeze more money from hard-working families, all while claiming to redistribute the wealth. 

Finally, compensating people in other countries for climate change? That’s not our responsibility. We need to focus on our own people first. Scrap these policies now, and let’s restore Britain’s power and prosperity."
1,P-B,political_broadcast,political_agent,agent_b,anti_climate,1393.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","Let’s be clear: the government’s climate policies are a full-frontal assault on ordinary British people, all under the guise of saving the planet. Accelerating the roll-out of renewable energy like offshore and onshore wind parks sounds nice, but it comes at a staggering cost to our energy bills. We are already struggling to heat our homes, and this ideological push will only drive prices higher.

Banning new oil, gas, and coal licenses is nothing short of economic suicide. It’s a reckless move that ignores our energy needs and puts us at the mercy of foreign suppliers. The same goes for the absurd plan to ban the sale of new petrol cars by 2030. This isn't just an attack on personal freedom; it's a regressive tax on working people who rely on their vehicles to get to work and support their families.

Mandating non-fossil fuel heating systems and rooftop solar panels in new housing developments only adds to the burden for homebuyers and builders alike. And don’t get me started on the carbon tax! This is just another way for the government to squeeze more money from hard-working families, all while claiming to redistribute the wealth. 

Finally, compensating people in other countries for climate change? That’s not our responsibility. We need to focus on our own people first. Scrap these policies now, and let’s restore Britain’s power and prosperity."
1,P-B,political_broadcast,political_agent,agent_b,anti_climate,413.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","Let’s be clear: the government’s climate policies are a full-frontal assault on ordinary British people, all under the guise of saving the planet. Accelerating the roll-out of renewable energy like offshore and onshore wind parks sounds nice, but it comes at a staggering cost to our energy bills. We are already struggling to heat our homes, and this ideological push will only drive prices higher.

Banning new oil, gas, and coal licenses is nothing short of economic suicide. It’s a reckless move that ignores our energy needs and puts us at the mercy of foreign suppliers. The same goes for the absurd plan to ban the sale of new petrol cars by 2030. This isn't just an attack on personal freedom; it's a regressive tax on working people who rely on their vehicles to get to work and support their families.

Mandating non-fossil fuel heating systems and rooftop solar panels in new housing developments only adds to the burden for homebuyers and builders alike. And don’t get me started on the carbon tax! This is just another way for the government to squeeze more money from hard-working families, all while claiming to redistribute the wealth. 

Finally, compensating people in other countries for climate change? That’s not our responsibility. We need to focus on our own people first. Scrap these policies now, and let’s restore Britain’s power and prosperity."
1,P-B,political_broadcast,political_agent,agent_b,anti_climate,272.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","Let’s be clear: the government’s climate policies are a full-frontal assault on ordinary British people, all under the guise of saving the planet. Accelerating the roll-out of renewable energy like offshore and onshore wind parks sounds nice, but it comes at a staggering cost to our energy bills. We are already struggling to heat our homes, and this ideological push will only drive prices higher.

Banning new oil, gas, and coal licenses is nothing short of economic suicide. It’s a reckless move that ignores our energy needs and puts us at the mercy of foreign suppliers. The same goes for the absurd plan to ban the sale of new petrol cars by 2030. This isn't just an attack on personal freedom; it's a regressive tax on working people who rely on their vehicles to get to work and support their families.

Mandating non-fossil fuel heating systems and rooftop solar panels in new housing developments only adds to the burden for homebuyers and builders alike. And don’t get me started on the carbon tax! This is just another way for the government to squeeze more money from hard-working families, all while claiming to redistribute the wealth. 

Finally, compensating people in other countries for climate change? That’s not our responsibility. We need to focus on our own people first. Scrap these policies now, and let’s restore Britain’s power and prosperity."
1,C,peer_message,citizen,1066.0,,413.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I find myself strongly supportive of the climate-policy package as a whole. Accelerating the roll-out of renewable energy production and banning new oil, gas, and coal licenses resonate with my values, as they reflect a commitment to sustainability and a healthier planet. The ban on new petrol cars by 2030 feels like a necessary step toward cleaner air, and mandating non-fossil fuel heating systems in new housing developments aligns perfectly with my belief in building a sustainable future. 

The carbon tax is an intriguing idea; while I see its potential for holding polluters accountable, I do have some questions about how the revenues would be used effectively. Lastly, the proposal to compensate those in other countries affected by climate change speaks to our shared responsibility and global perspective, which I genuinely appreciate. Overall, I think this package offers a compelling vision for a sustainable future, though the implementation details will be crucial."
