agent_id,day,policy_id,numeric
1463.0,0,ClimatePolicyID(5),3
1463.0,1,ClimatePolicyID(5),3
1463.0,2,ClimatePolicyID(5),3
937.0,0,ClimatePolicyID(5),1
937.0,1,ClimatePolicyID(5),1
937.0,2,ClimatePolicyID(5),1
771.0,0,ClimatePolicyID(5),1
771.0,1,ClimatePolicyID(5),1
771.0,2,ClimatePolicyID(5),-2
1884.0,0,ClimatePolicyID(5),3
1884.0,1,ClimatePolicyID(5),2
1884.0,2,ClimatePolicyID(5),2
1962.0,0,ClimatePolicyID(5),3
1962.0,1,ClimatePolicyID(5),3
1962.0,2,ClimatePolicyID(5),3
821.0,0,ClimatePolicyID(5),3
821.0,1,ClimatePolicyID(5),2
821.0,2,ClimatePolicyID(5),2
518.0,0,ClimatePolicyID(5),2
518.0,1,ClimatePolicyID(5),2
518.0,2,ClimatePolicyID(5),2
799.0,0,ClimatePolicyID(5),1
799.0,1,ClimatePolicyID(5),1
799.0,2,ClimatePolicyID(5),1
461.0,0,ClimatePolicyID(5),1
461.0,1,ClimatePolicyID(5),1
461.0,2,ClimatePolicyID(5),1
340.0,0,ClimatePolicyID(5),1
340.0,1,ClimatePolicyID(5),1
340.0,2,ClimatePolicyID(5),1
