day,phase,message_type,sender_type,sender_id,sender_side,recipient_id,recipient_scope,policy_id,package_scope,policy_ids_json,message_text
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1923.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030. Real Hope, Real Change means acting now so young people inherit a secure future, not runaway climate chaos and crushing fuel bills. Fossil-fuel cars lock us into dirty, expensive systems that line the pockets of big oil while families struggle at the petrol pump. A 2030 ban, paired with public investment, puts Britain back in control: affordable, clean public transport, abundant charging on our streets, and a massive home insulation and retrofit programme so people can get around and live comfortably without rising costs.

This isn’t about taking choices away — it’s about widening them. Free or low-cost public transport for young people, grants for EVs for low-income households, and properly funded local buses and trains give communities practical options. We’ll create thousands of local green jobs in manufacturing, charging infrastructure, and retrofitting homes. For the Common Good, banning new petrol cars by 2030 is a fair, necessary step toward Fairer, Greener Communities and a secure future for everyone."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,528.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030. Real Hope, Real Change means acting now so young people inherit a secure future, not runaway climate chaos and crushing fuel bills. Fossil-fuel cars lock us into dirty, expensive systems that line the pockets of big oil while families struggle at the petrol pump. A 2030 ban, paired with public investment, puts Britain back in control: affordable, clean public transport, abundant charging on our streets, and a massive home insulation and retrofit programme so people can get around and live comfortably without rising costs.

This isn’t about taking choices away — it’s about widening them. Free or low-cost public transport for young people, grants for EVs for low-income households, and properly funded local buses and trains give communities practical options. We’ll create thousands of local green jobs in manufacturing, charging infrastructure, and retrofitting homes. For the Common Good, banning new petrol cars by 2030 is a fair, necessary step toward Fairer, Greener Communities and a secure future for everyone."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,541.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030. Real Hope, Real Change means acting now so young people inherit a secure future, not runaway climate chaos and crushing fuel bills. Fossil-fuel cars lock us into dirty, expensive systems that line the pockets of big oil while families struggle at the petrol pump. A 2030 ban, paired with public investment, puts Britain back in control: affordable, clean public transport, abundant charging on our streets, and a massive home insulation and retrofit programme so people can get around and live comfortably without rising costs.

This isn’t about taking choices away — it’s about widening them. Free or low-cost public transport for young people, grants for EVs for low-income households, and properly funded local buses and trains give communities practical options. We’ll create thousands of local green jobs in manufacturing, charging infrastructure, and retrofitting homes. For the Common Good, banning new petrol cars by 2030 is a fair, necessary step toward Fairer, Greener Communities and a secure future for everyone."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1545.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030. Real Hope, Real Change means acting now so young people inherit a secure future, not runaway climate chaos and crushing fuel bills. Fossil-fuel cars lock us into dirty, expensive systems that line the pockets of big oil while families struggle at the petrol pump. A 2030 ban, paired with public investment, puts Britain back in control: affordable, clean public transport, abundant charging on our streets, and a massive home insulation and retrofit programme so people can get around and live comfortably without rising costs.

This isn’t about taking choices away — it’s about widening them. Free or low-cost public transport for young people, grants for EVs for low-income households, and properly funded local buses and trains give communities practical options. We’ll create thousands of local green jobs in manufacturing, charging infrastructure, and retrofitting homes. For the Common Good, banning new petrol cars by 2030 is a fair, necessary step toward Fairer, Greener Communities and a secure future for everyone."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1218.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030. Real Hope, Real Change means acting now so young people inherit a secure future, not runaway climate chaos and crushing fuel bills. Fossil-fuel cars lock us into dirty, expensive systems that line the pockets of big oil while families struggle at the petrol pump. A 2030 ban, paired with public investment, puts Britain back in control: affordable, clean public transport, abundant charging on our streets, and a massive home insulation and retrofit programme so people can get around and live comfortably without rising costs.

This isn’t about taking choices away — it’s about widening them. Free or low-cost public transport for young people, grants for EVs for low-income households, and properly funded local buses and trains give communities practical options. We’ll create thousands of local green jobs in manufacturing, charging infrastructure, and retrofitting homes. For the Common Good, banning new petrol cars by 2030 is a fair, necessary step toward Fairer, Greener Communities and a secure future for everyone."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,574.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030. Real Hope, Real Change means acting now so young people inherit a secure future, not runaway climate chaos and crushing fuel bills. Fossil-fuel cars lock us into dirty, expensive systems that line the pockets of big oil while families struggle at the petrol pump. A 2030 ban, paired with public investment, puts Britain back in control: affordable, clean public transport, abundant charging on our streets, and a massive home insulation and retrofit programme so people can get around and live comfortably without rising costs.

This isn’t about taking choices away — it’s about widening them. Free or low-cost public transport for young people, grants for EVs for low-income households, and properly funded local buses and trains give communities practical options. We’ll create thousands of local green jobs in manufacturing, charging infrastructure, and retrofitting homes. For the Common Good, banning new petrol cars by 2030 is a fair, necessary step toward Fairer, Greener Communities and a secure future for everyone."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1555.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030. Real Hope, Real Change means acting now so young people inherit a secure future, not runaway climate chaos and crushing fuel bills. Fossil-fuel cars lock us into dirty, expensive systems that line the pockets of big oil while families struggle at the petrol pump. A 2030 ban, paired with public investment, puts Britain back in control: affordable, clean public transport, abundant charging on our streets, and a massive home insulation and retrofit programme so people can get around and live comfortably without rising costs.

This isn’t about taking choices away — it’s about widening them. Free or low-cost public transport for young people, grants for EVs for low-income households, and properly funded local buses and trains give communities practical options. We’ll create thousands of local green jobs in manufacturing, charging infrastructure, and retrofitting homes. For the Common Good, banning new petrol cars by 2030 is a fair, necessary step toward Fairer, Greener Communities and a secure future for everyone."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,991.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030. Real Hope, Real Change means acting now so young people inherit a secure future, not runaway climate chaos and crushing fuel bills. Fossil-fuel cars lock us into dirty, expensive systems that line the pockets of big oil while families struggle at the petrol pump. A 2030 ban, paired with public investment, puts Britain back in control: affordable, clean public transport, abundant charging on our streets, and a massive home insulation and retrofit programme so people can get around and live comfortably without rising costs.

This isn’t about taking choices away — it’s about widening them. Free or low-cost public transport for young people, grants for EVs for low-income households, and properly funded local buses and trains give communities practical options. We’ll create thousands of local green jobs in manufacturing, charging infrastructure, and retrofitting homes. For the Common Good, banning new petrol cars by 2030 is a fair, necessary step toward Fairer, Greener Communities and a secure future for everyone."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,164.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030. Real Hope, Real Change means acting now so young people inherit a secure future, not runaway climate chaos and crushing fuel bills. Fossil-fuel cars lock us into dirty, expensive systems that line the pockets of big oil while families struggle at the petrol pump. A 2030 ban, paired with public investment, puts Britain back in control: affordable, clean public transport, abundant charging on our streets, and a massive home insulation and retrofit programme so people can get around and live comfortably without rising costs.

This isn’t about taking choices away — it’s about widening them. Free or low-cost public transport for young people, grants for EVs for low-income households, and properly funded local buses and trains give communities practical options. We’ll create thousands of local green jobs in manufacturing, charging infrastructure, and retrofitting homes. For the Common Good, banning new petrol cars by 2030 is a fair, necessary step toward Fairer, Greener Communities and a secure future for everyone."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1244.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030. Real Hope, Real Change means acting now so young people inherit a secure future, not runaway climate chaos and crushing fuel bills. Fossil-fuel cars lock us into dirty, expensive systems that line the pockets of big oil while families struggle at the petrol pump. A 2030 ban, paired with public investment, puts Britain back in control: affordable, clean public transport, abundant charging on our streets, and a massive home insulation and retrofit programme so people can get around and live comfortably without rising costs.

This isn’t about taking choices away — it’s about widening them. Free or low-cost public transport for young people, grants for EVs for low-income households, and properly funded local buses and trains give communities practical options. We’ll create thousands of local green jobs in manufacturing, charging infrastructure, and retrofitting homes. For the Common Good, banning new petrol cars by 2030 is a fair, necessary step toward Fairer, Greener Communities and a secure future for everyone."
