agent_id,index_name,ground_truth
684.0,ProClimatePolSupp,3.0
615.0,ProClimatePolSupp,2.6666666670000003
822.0,ProClimatePolSupp,-0.6666666669999999
1355.0,ProClimatePolSupp,0.3333333329999997
1925.0,ProClimatePolSupp,1.0
498.0,ProClimatePolSupp,2.5
1744.0,ProClimatePolSupp,-0.16666666699999988
693.0,ProClimatePolSupp,1.0
65.0,ProClimatePolSupp,2.0
100.0,ProClimatePolSupp,1.6666666670000003
1229.0,ProClimatePolSupp,0.6666666670000003
487.0,ProClimatePolSupp,-0.3333333330000001
1005.0,ProClimatePolSupp,0.5
1451.0,ProClimatePolSupp,0.16666666700000032
1269.0,ProClimatePolSupp,2.1666666670000003
1407.0,ProClimatePolSupp,1.8333333329999997
858.0,ProClimatePolSupp,0.6666666670000003
1406.0,ProClimatePolSupp,0.3333333329999997
1103.0,ProClimatePolSupp,2.0
989.0,ProClimatePolSupp,1.0
1431.0,ProClimatePolSupp,-1.3333333330000001
1311.0,ProClimatePolSupp,1.8333333329999997
1264.0,ProClimatePolSupp,0.3333333329999997
468.0,ProClimatePolSupp,-0.5
331.0,ProClimatePolSupp,3.0
1729.0,ProClimatePolSupp,1.8333333329999997
848.0,ProClimatePolSupp,-2.8333333329999997
934.0,ProClimatePolSupp,-2.6666666670000003
1304.0,ProClimatePolSupp,1.8333333329999997
363.0,ProClimatePolSupp,-0.16666666699999988
