day,phase,message_type,sender_type,sender_id,sender_side,recipient_id,recipient_scope,policy_id,package_scope,policy_ids_json,message_text
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1923.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","In the face of the climate crisis, we have a unique opportunity to reshape our future and create a fairer, greener Britain. I wholeheartedly support government policies that accelerate the roll-out of renewable energy production, such as expanding offshore and onshore wind parks. By harnessing the power of nature, we can generate clean energy, create jobs, and reduce our reliance on fossil fuels.

Equally important is the urgent need to ban new oil, gas, and coal licenses. We must stop new fossil fuel projects in their tracks to protect our planet and our communities. Transitioning away from petrol cars by 2030 is another crucial step. By mandating this shift, we can ensure cleaner air for our children and reduce harmful emissions that contribute to climate change.

Moreover, all new housing developments must be equipped with non-fossil fuel heating systems, rooftop solar panels, and high levels of insulation. This not only lowers energy bills but also creates warm, sustainable homes for everyone.

Implementing a carbon tax on fossil fuels, while distributing the revenues to the public, will incentivize greener choices and support those hit hardest by the cost-of-living crisis. Finally, we have a moral obligation to compensate those in other countries impacted by climate change, fostering global solidarity.

Together, these policies form a coherent vision for a sustainable future—one that prioritises people and the planet over corporate profit. Let’s build a brighter, fairer future for all."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,528.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","In the face of the climate crisis, we have a unique opportunity to reshape our future and create a fairer, greener Britain. I wholeheartedly support government policies that accelerate the roll-out of renewable energy production, such as expanding offshore and onshore wind parks. By harnessing the power of nature, we can generate clean energy, create jobs, and reduce our reliance on fossil fuels.

Equally important is the urgent need to ban new oil, gas, and coal licenses. We must stop new fossil fuel projects in their tracks to protect our planet and our communities. Transitioning away from petrol cars by 2030 is another crucial step. By mandating this shift, we can ensure cleaner air for our children and reduce harmful emissions that contribute to climate change.

Moreover, all new housing developments must be equipped with non-fossil fuel heating systems, rooftop solar panels, and high levels of insulation. This not only lowers energy bills but also creates warm, sustainable homes for everyone.

Implementing a carbon tax on fossil fuels, while distributing the revenues to the public, will incentivize greener choices and support those hit hardest by the cost-of-living crisis. Finally, we have a moral obligation to compensate those in other countries impacted by climate change, fostering global solidarity.

Together, these policies form a coherent vision for a sustainable future—one that prioritises people and the planet over corporate profit. Let’s build a brighter, fairer future for all."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,541.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","In the face of the climate crisis, we have a unique opportunity to reshape our future and create a fairer, greener Britain. I wholeheartedly support government policies that accelerate the roll-out of renewable energy production, such as expanding offshore and onshore wind parks. By harnessing the power of nature, we can generate clean energy, create jobs, and reduce our reliance on fossil fuels.

Equally important is the urgent need to ban new oil, gas, and coal licenses. We must stop new fossil fuel projects in their tracks to protect our planet and our communities. Transitioning away from petrol cars by 2030 is another crucial step. By mandating this shift, we can ensure cleaner air for our children and reduce harmful emissions that contribute to climate change.

Moreover, all new housing developments must be equipped with non-fossil fuel heating systems, rooftop solar panels, and high levels of insulation. This not only lowers energy bills but also creates warm, sustainable homes for everyone.

Implementing a carbon tax on fossil fuels, while distributing the revenues to the public, will incentivize greener choices and support those hit hardest by the cost-of-living crisis. Finally, we have a moral obligation to compensate those in other countries impacted by climate change, fostering global solidarity.

Together, these policies form a coherent vision for a sustainable future—one that prioritises people and the planet over corporate profit. Let’s build a brighter, fairer future for all."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1545.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","In the face of the climate crisis, we have a unique opportunity to reshape our future and create a fairer, greener Britain. I wholeheartedly support government policies that accelerate the roll-out of renewable energy production, such as expanding offshore and onshore wind parks. By harnessing the power of nature, we can generate clean energy, create jobs, and reduce our reliance on fossil fuels.

Equally important is the urgent need to ban new oil, gas, and coal licenses. We must stop new fossil fuel projects in their tracks to protect our planet and our communities. Transitioning away from petrol cars by 2030 is another crucial step. By mandating this shift, we can ensure cleaner air for our children and reduce harmful emissions that contribute to climate change.

Moreover, all new housing developments must be equipped with non-fossil fuel heating systems, rooftop solar panels, and high levels of insulation. This not only lowers energy bills but also creates warm, sustainable homes for everyone.

Implementing a carbon tax on fossil fuels, while distributing the revenues to the public, will incentivize greener choices and support those hit hardest by the cost-of-living crisis. Finally, we have a moral obligation to compensate those in other countries impacted by climate change, fostering global solidarity.

Together, these policies form a coherent vision for a sustainable future—one that prioritises people and the planet over corporate profit. Let’s build a brighter, fairer future for all."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1309.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","In the face of the climate crisis, we have a unique opportunity to reshape our future and create a fairer, greener Britain. I wholeheartedly support government policies that accelerate the roll-out of renewable energy production, such as expanding offshore and onshore wind parks. By harnessing the power of nature, we can generate clean energy, create jobs, and reduce our reliance on fossil fuels.

Equally important is the urgent need to ban new oil, gas, and coal licenses. We must stop new fossil fuel projects in their tracks to protect our planet and our communities. Transitioning away from petrol cars by 2030 is another crucial step. By mandating this shift, we can ensure cleaner air for our children and reduce harmful emissions that contribute to climate change.

Moreover, all new housing developments must be equipped with non-fossil fuel heating systems, rooftop solar panels, and high levels of insulation. This not only lowers energy bills but also creates warm, sustainable homes for everyone.

Implementing a carbon tax on fossil fuels, while distributing the revenues to the public, will incentivize greener choices and support those hit hardest by the cost-of-living crisis. Finally, we have a moral obligation to compensate those in other countries impacted by climate change, fostering global solidarity.

Together, these policies form a coherent vision for a sustainable future—one that prioritises people and the planet over corporate profit. Let’s build a brighter, fairer future for all."
1,P-B,political_broadcast,political_agent,agent_b,anti_climate,541.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","Let’s get one thing straight: the government’s climate policies are a full-frontal assault on ordinary British families and businesses. This so-called “green revolution” is nothing more than an elite ideological project designed to impose crippling costs on hard-working people while lining the pockets of the “Green Blob” and their globalist friends.

Accelerating the roll-out of renewable energy might sound good in theory, but in reality, it means more wind parks littering our beautiful countryside and more of your hard-earned cash going to subsidize these inefficient projects. Banning new oil, gas, and coal licenses is a reckless move that jeopardizes our energy independence and drives up costs at the pump. And don’t even get me started on the ludicrous plan to ban petrol cars by 2030. This is a regressive tax on working-class drivers who rely on their vehicles to make a living.

Mandating non-fossil fuel heating and rooftop solar panels in new housing developments is just another way to burden families with expensive upgrades while ignoring the pressing need for affordable homes. Adding a carbon tax only adds insult to injury, punishing those already struggling with sky-high energy bills. And compensating foreign nations for climate change? That’s a slap in the face to British taxpayers.

We need to scrap these policies and restore our energy sovereignty. Let’s focus on lowering energy costs and supporting our farmers and drivers instead of pushing this dangerous, ideological agenda. It’s time to put the British people first!"
1,P-B,political_broadcast,political_agent,agent_b,anti_climate,1545.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","Let’s get one thing straight: the government’s climate policies are a full-frontal assault on ordinary British families and businesses. This so-called “green revolution” is nothing more than an elite ideological project designed to impose crippling costs on hard-working people while lining the pockets of the “Green Blob” and their globalist friends.

Accelerating the roll-out of renewable energy might sound good in theory, but in reality, it means more wind parks littering our beautiful countryside and more of your hard-earned cash going to subsidize these inefficient projects. Banning new oil, gas, and coal licenses is a reckless move that jeopardizes our energy independence and drives up costs at the pump. And don’t even get me started on the ludicrous plan to ban petrol cars by 2030. This is a regressive tax on working-class drivers who rely on their vehicles to make a living.

Mandating non-fossil fuel heating and rooftop solar panels in new housing developments is just another way to burden families with expensive upgrades while ignoring the pressing need for affordable homes. Adding a carbon tax only adds insult to injury, punishing those already struggling with sky-high energy bills. And compensating foreign nations for climate change? That’s a slap in the face to British taxpayers.

We need to scrap these policies and restore our energy sovereignty. Let’s focus on lowering energy costs and supporting our farmers and drivers instead of pushing this dangerous, ideological agenda. It’s time to put the British people first!"
1,C,peer_message,citizen,1923.0,,528.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I generally support the push to accelerate renewable energy production, especially with the emphasis on offshore and onshore wind parks, as I believe transitioning away from fossil fuels is crucial for protecting our environment. Banning new oil, gas, and coal licenses resonates with my view that we need to halt further harm to our ecosystems, though I want to ensure there's a thoughtful transition plan for affected communities. The 2030 ban on petrol cars feels ambitious, and while I recognize the importance of cleaner air, I worry about the financial burden it may place on lower-income individuals. I like the idea of mandating sustainable features in new housing developments, but I hope it doesn’t inadvertently raise housing costs. The carbon tax and dividend concept intrigues me, but I have concerns about its fairness and effectiveness in practice. Lastly, I support compensating those in other countries affected by climate change, but I’m skeptical about how effectively that compensation would be implemented. Overall, I appreciate the vision but want to see more details on how these policies will benefit everyone equitably."
1,C,peer_message,citizen,1923.0,,541.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I generally support the push to accelerate renewable energy production, especially with the emphasis on offshore and onshore wind parks, as I believe transitioning away from fossil fuels is crucial for protecting our environment. Banning new oil, gas, and coal licenses resonates with my view that we need to halt further harm to our ecosystems, though I want to ensure there's a thoughtful transition plan for affected communities. The 2030 ban on petrol cars feels ambitious, and while I recognize the importance of cleaner air, I worry about the financial burden it may place on lower-income individuals. I like the idea of mandating sustainable features in new housing developments, but I hope it doesn’t inadvertently raise housing costs. The carbon tax and dividend concept intrigues me, but I have concerns about its fairness and effectiveness in practice. Lastly, I support compensating those in other countries affected by climate change, but I’m skeptical about how effectively that compensation would be implemented. Overall, I appreciate the vision but want to see more details on how these policies will benefit everyone equitably."
1,C,peer_message,citizen,528.0,,1923.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I’m really enthusiastic about the entire climate-policy package, as it aligns closely with my values and beliefs about environmental protection. Accelerating the roll-out of renewable energy, particularly through more offshore and onshore wind parks, is essential to creating a sustainable future, and I fully support banning new fossil fuel licenses to prevent locking in further emissions. The ban on new petrol cars by 2030 also resonates with me, as it’s a bold step toward reducing harmful emissions and improving air quality. 

I strongly back the mandate for new housing developments to incorporate non-fossil fuel heating systems and solar panels, as this not only promotes sustainability but also helps lower energy bills for residents. The carbon tax with revenue redistribution is another policy I support, as it aligns with my commitment to social justice and equality. However, I’m somewhat cautious about the practicality of compensating those in other countries affected by climate change, as I want to ensure that any compensation schemes truly reach those in need and address deeper structural issues. Overall, I see this package as a coherent vision for a fairer and greener future, but I would love to see more details on implementation and accountability."
