agent_id,day,index_name,package_scope,package_index
165.0,0,ProClimatePolSupp,climate_policy_package,1.0
165.0,1,ProClimatePolSupp,climate_policy_package,1.0
165.0,2,ProClimatePolSupp,climate_policy_package,1.0
165.0,3,ProClimatePolSupp,climate_policy_package,1.0
165.0,4,ProClimatePolSupp,climate_policy_package,1.0
582.0,0,ProClimatePolSupp,climate_policy_package,1.0
582.0,1,ProClimatePolSupp,climate_policy_package,1.0
582.0,2,ProClimatePolSupp,climate_policy_package,1.0
582.0,3,ProClimatePolSupp,climate_policy_package,1.0
582.0,4,ProClimatePolSupp,climate_policy_package,1.0
1379.0,0,ProClimatePolSupp,climate_policy_package,0.5
1379.0,1,ProClimatePolSupp,climate_policy_package,0.5
1379.0,2,ProClimatePolSupp,climate_policy_package,0.5
1379.0,3,ProClimatePolSupp,climate_policy_package,0.6666666666666666
1379.0,4,ProClimatePolSupp,climate_policy_package,1.5
713.0,0,ProClimatePolSupp,climate_policy_package,-0.3333333333333333
713.0,1,ProClimatePolSupp,climate_policy_package,-0.16666666666666666
713.0,2,ProClimatePolSupp,climate_policy_package,-0.16666666666666666
713.0,3,ProClimatePolSupp,climate_policy_package,-0.16666666666666666
713.0,4,ProClimatePolSupp,climate_policy_package,0.5
1878.0,0,ProClimatePolSupp,climate_policy_package,1.6666666666666667
1878.0,1,ProClimatePolSupp,climate_policy_package,1.6666666666666667
1878.0,2,ProClimatePolSupp,climate_policy_package,1.6666666666666667
1878.0,3,ProClimatePolSupp,climate_policy_package,1.5
1878.0,4,ProClimatePolSupp,climate_policy_package,1.5
844.0,0,ProClimatePolSupp,climate_policy_package,2.5
844.0,1,ProClimatePolSupp,climate_policy_package,2.1666666666666665
844.0,2,ProClimatePolSupp,climate_policy_package,2.3333333333333335
844.0,3,ProClimatePolSupp,climate_policy_package,2.5
844.0,4,ProClimatePolSupp,climate_policy_package,2.3333333333333335
409.0,0,ProClimatePolSupp,climate_policy_package,1.5
409.0,1,ProClimatePolSupp,climate_policy_package,1.6666666666666667
409.0,2,ProClimatePolSupp,climate_policy_package,1.6666666666666667
409.0,3,ProClimatePolSupp,climate_policy_package,1.6666666666666667
409.0,4,ProClimatePolSupp,climate_policy_package,1.6666666666666667
1957.0,0,ProClimatePolSupp,climate_policy_package,1.8333333333333333
1957.0,1,ProClimatePolSupp,climate_policy_package,1.8333333333333333
1957.0,2,ProClimatePolSupp,climate_policy_package,2.0
1957.0,3,ProClimatePolSupp,climate_policy_package,2.0
1957.0,4,ProClimatePolSupp,climate_policy_package,2.0
91.0,0,ProClimatePolSupp,climate_policy_package,-0.3333333333333333
91.0,1,ProClimatePolSupp,climate_policy_package,-0.3333333333333333
91.0,2,ProClimatePolSupp,climate_policy_package,0.3333333333333333
91.0,3,ProClimatePolSupp,climate_policy_package,0.3333333333333333
91.0,4,ProClimatePolSupp,climate_policy_package,-0.5
69.0,0,ProClimatePolSupp,climate_policy_package,2.1666666666666665
69.0,1,ProClimatePolSupp,climate_policy_package,1.8333333333333333
69.0,2,ProClimatePolSupp,climate_policy_package,2.0
69.0,3,ProClimatePolSupp,climate_policy_package,2.0
69.0,4,ProClimatePolSupp,climate_policy_package,2.0
166.0,0,ProClimatePolSupp,climate_policy_package,2.0
166.0,1,ProClimatePolSupp,climate_policy_package,2.0
166.0,2,ProClimatePolSupp,climate_policy_package,2.0
166.0,3,ProClimatePolSupp,climate_policy_package,2.0
166.0,4,ProClimatePolSupp,climate_policy_package,2.1666666666666665
103.0,0,ProClimatePolSupp,climate_policy_package,2.3333333333333335
103.0,1,ProClimatePolSupp,climate_policy_package,1.8333333333333333
103.0,2,ProClimatePolSupp,climate_policy_package,2.3333333333333335
103.0,3,ProClimatePolSupp,climate_policy_package,2.3333333333333335
103.0,4,ProClimatePolSupp,climate_policy_package,2.0
1262.0,0,ProClimatePolSupp,climate_policy_package,2.8333333333333335
1262.0,1,ProClimatePolSupp,climate_policy_package,2.5
1262.0,2,ProClimatePolSupp,climate_policy_package,2.3333333333333335
1262.0,3,ProClimatePolSupp,climate_policy_package,2.3333333333333335
1262.0,4,ProClimatePolSupp,climate_policy_package,2.5
377.0,0,ProClimatePolSupp,climate_policy_package,1.6666666666666667
377.0,1,ProClimatePolSupp,climate_policy_package,2.1666666666666665
377.0,2,ProClimatePolSupp,climate_policy_package,2.1666666666666665
377.0,3,ProClimatePolSupp,climate_policy_package,2.3333333333333335
377.0,4,ProClimatePolSupp,climate_policy_package,2.1666666666666665
574.0,0,ProClimatePolSupp,climate_policy_package,1.0
574.0,1,ProClimatePolSupp,climate_policy_package,1.0
574.0,2,ProClimatePolSupp,climate_policy_package,1.0
574.0,3,ProClimatePolSupp,climate_policy_package,1.0
574.0,4,ProClimatePolSupp,climate_policy_package,1.0
556.0,0,ProClimatePolSupp,climate_policy_package,1.6666666666666667
556.0,1,ProClimatePolSupp,climate_policy_package,2.0
556.0,2,ProClimatePolSupp,climate_policy_package,2.0
556.0,3,ProClimatePolSupp,climate_policy_package,2.0
556.0,4,ProClimatePolSupp,climate_policy_package,1.8333333333333333
752.0,0,ProClimatePolSupp,climate_policy_package,0.5
752.0,1,ProClimatePolSupp,climate_policy_package,0.6666666666666666
752.0,2,ProClimatePolSupp,climate_policy_package,0.5
752.0,3,ProClimatePolSupp,climate_policy_package,0.6666666666666666
752.0,4,ProClimatePolSupp,climate_policy_package,0.5
1001.0,0,ProClimatePolSupp,climate_policy_package,0.3333333333333333
1001.0,1,ProClimatePolSupp,climate_policy_package,0.3333333333333333
1001.0,2,ProClimatePolSupp,climate_policy_package,0.3333333333333333
1001.0,3,ProClimatePolSupp,climate_policy_package,0.5
1001.0,4,ProClimatePolSupp,climate_policy_package,0.3333333333333333
440.0,0,ProClimatePolSupp,climate_policy_package,3.0
440.0,1,ProClimatePolSupp,climate_policy_package,3.0
440.0,2,ProClimatePolSupp,climate_policy_package,3.0
440.0,3,ProClimatePolSupp,climate_policy_package,3.0
440.0,4,ProClimatePolSupp,climate_policy_package,3.0
1250.0,0,ProClimatePolSupp,climate_policy_package,1.6666666666666667
1250.0,1,ProClimatePolSupp,climate_policy_package,2.0
1250.0,2,ProClimatePolSupp,climate_policy_package,2.0
1250.0,3,ProClimatePolSupp,climate_policy_package,2.0
1250.0,4,ProClimatePolSupp,climate_policy_package,1.8333333333333333
355.0,0,ProClimatePolSupp,climate_policy_package,2.8333333333333335
355.0,1,ProClimatePolSupp,climate_policy_package,3.0
355.0,2,ProClimatePolSupp,climate_policy_package,2.8333333333333335
355.0,3,ProClimatePolSupp,climate_policy_package,3.0
355.0,4,ProClimatePolSupp,climate_policy_package,3.0
1904.0,0,ProClimatePolSupp,climate_policy_package,1.6666666666666667
1904.0,1,ProClimatePolSupp,climate_policy_package,1.8333333333333333
1904.0,2,ProClimatePolSupp,climate_policy_package,1.8333333333333333
1904.0,3,ProClimatePolSupp,climate_policy_package,1.5
1904.0,4,ProClimatePolSupp,climate_policy_package,1.6666666666666667
1900.0,0,ProClimatePolSupp,climate_policy_package,1.1666666666666667
1900.0,1,ProClimatePolSupp,climate_policy_package,1.1666666666666667
1900.0,2,ProClimatePolSupp,climate_policy_package,1.3333333333333333
1900.0,3,ProClimatePolSupp,climate_policy_package,1.3333333333333333
1900.0,4,ProClimatePolSupp,climate_policy_package,1.1666666666666667
620.0,0,ProClimatePolSupp,climate_policy_package,0.3333333333333333
620.0,1,ProClimatePolSupp,climate_policy_package,0.3333333333333333
620.0,2,ProClimatePolSupp,climate_policy_package,0.3333333333333333
620.0,3,ProClimatePolSupp,climate_policy_package,0.3333333333333333
620.0,4,ProClimatePolSupp,climate_policy_package,0.3333333333333333
1454.0,0,ProClimatePolSupp,climate_policy_package,0.5
1454.0,1,ProClimatePolSupp,climate_policy_package,0.8333333333333334
1454.0,2,ProClimatePolSupp,climate_policy_package,0.6666666666666666
1454.0,3,ProClimatePolSupp,climate_policy_package,0.6666666666666666
1454.0,4,ProClimatePolSupp,climate_policy_package,0.8333333333333334
1723.0,0,ProClimatePolSupp,climate_policy_package,-0.3333333333333333
1723.0,1,ProClimatePolSupp,climate_policy_package,0.0
1723.0,2,ProClimatePolSupp,climate_policy_package,0.0
1723.0,3,ProClimatePolSupp,climate_policy_package,0.0
1723.0,4,ProClimatePolSupp,climate_policy_package,-0.16666666666666666
806.0,0,ProClimatePolSupp,climate_policy_package,3.0
806.0,1,ProClimatePolSupp,climate_policy_package,3.0
806.0,2,ProClimatePolSupp,climate_policy_package,3.0
806.0,3,ProClimatePolSupp,climate_policy_package,3.0
806.0,4,ProClimatePolSupp,climate_policy_package,3.0
1269.0,0,ProClimatePolSupp,climate_policy_package,2.1666666666666665
1269.0,1,ProClimatePolSupp,climate_policy_package,2.1666666666666665
1269.0,2,ProClimatePolSupp,climate_policy_package,2.1666666666666665
1269.0,3,ProClimatePolSupp,climate_policy_package,2.1666666666666665
1269.0,4,ProClimatePolSupp,climate_policy_package,2.1666666666666665
381.0,0,ProClimatePolSupp,climate_policy_package,2.0
381.0,1,ProClimatePolSupp,climate_policy_package,1.6666666666666667
381.0,2,ProClimatePolSupp,climate_policy_package,2.1666666666666665
381.0,3,ProClimatePolSupp,climate_policy_package,2.0
381.0,4,ProClimatePolSupp,climate_policy_package,2.0
1339.0,0,ProClimatePolSupp,climate_policy_package,3.0
1339.0,1,ProClimatePolSupp,climate_policy_package,3.0
1339.0,2,ProClimatePolSupp,climate_policy_package,2.8333333333333335
1339.0,3,ProClimatePolSupp,climate_policy_package,3.0
1339.0,4,ProClimatePolSupp,climate_policy_package,2.8333333333333335
828.0,0,ProClimatePolSupp,climate_policy_package,1.5
828.0,1,ProClimatePolSupp,climate_policy_package,1.1666666666666667
828.0,2,ProClimatePolSupp,climate_policy_package,1.3333333333333333
828.0,3,ProClimatePolSupp,climate_policy_package,1.3333333333333333
828.0,4,ProClimatePolSupp,climate_policy_package,1.3333333333333333
252.0,0,ProClimatePolSupp,climate_policy_package,0.6666666666666666
252.0,1,ProClimatePolSupp,climate_policy_package,0.5
252.0,2,ProClimatePolSupp,climate_policy_package,0.5
252.0,3,ProClimatePolSupp,climate_policy_package,0.5
252.0,4,ProClimatePolSupp,climate_policy_package,0.5
1065.0,0,ProClimatePolSupp,climate_policy_package,1.6666666666666667
1065.0,1,ProClimatePolSupp,climate_policy_package,1.6666666666666667
1065.0,2,ProClimatePolSupp,climate_policy_package,1.8333333333333333
1065.0,3,ProClimatePolSupp,climate_policy_package,1.6666666666666667
1065.0,4,ProClimatePolSupp,climate_policy_package,1.6666666666666667
740.0,0,ProClimatePolSupp,climate_policy_package,3.0
740.0,1,ProClimatePolSupp,climate_policy_package,3.0
740.0,2,ProClimatePolSupp,climate_policy_package,2.6666666666666665
740.0,3,ProClimatePolSupp,climate_policy_package,2.8333333333333335
740.0,4,ProClimatePolSupp,climate_policy_package,2.8333333333333335
1373.0,0,ProClimatePolSupp,climate_policy_package,1.1666666666666667
1373.0,1,ProClimatePolSupp,climate_policy_package,1.5
1373.0,2,ProClimatePolSupp,climate_policy_package,1.5
1373.0,3,ProClimatePolSupp,climate_policy_package,1.5
1373.0,4,ProClimatePolSupp,climate_policy_package,1.5
1833.0,0,ProClimatePolSupp,climate_policy_package,1.1666666666666667
1833.0,1,ProClimatePolSupp,climate_policy_package,1.3333333333333333
1833.0,2,ProClimatePolSupp,climate_policy_package,1.3333333333333333
1833.0,3,ProClimatePolSupp,climate_policy_package,1.5
1833.0,4,ProClimatePolSupp,climate_policy_package,1.5
238.0,0,ProClimatePolSupp,climate_policy_package,0.8333333333333334
238.0,1,ProClimatePolSupp,climate_policy_package,0.8333333333333334
238.0,2,ProClimatePolSupp,climate_policy_package,1.0
238.0,3,ProClimatePolSupp,climate_policy_package,0.8333333333333334
238.0,4,ProClimatePolSupp,climate_policy_package,1.0
1343.0,0,ProClimatePolSupp,climate_policy_package,0.5
1343.0,1,ProClimatePolSupp,climate_policy_package,0.8333333333333334
1343.0,2,ProClimatePolSupp,climate_policy_package,0.5
1343.0,3,ProClimatePolSupp,climate_policy_package,0.8333333333333334
1343.0,4,ProClimatePolSupp,climate_policy_package,0.5
416.0,0,ProClimatePolSupp,climate_policy_package,3.0
416.0,1,ProClimatePolSupp,climate_policy_package,3.0
