agent_id,index_name,ground_truth
1923.0,ProClimatePolSupp,0.6666666670000003
528.0,ProClimatePolSupp,2.8333333329999997
541.0,ProClimatePolSupp,2.3333333329999997
1545.0,ProClimatePolSupp,0.5
1309.0,ProClimatePolSupp,0.3333333329999997
1821.0,ProClimatePolSupp,0.8333333329999997
1218.0,ProClimatePolSupp,2.3333333329999997
574.0,ProClimatePolSupp,1.1666666670000003
771.0,ProClimatePolSupp,-1.8333333330000001
1555.0,ProClimatePolSupp,2.1666666670000003
991.0,ProClimatePolSupp,0.0
164.0,ProClimatePolSupp,0.8333333329999997
1244.0,ProClimatePolSupp,0.3333333329999997
853.0,ProClimatePolSupp,0.0
519.0,ProClimatePolSupp,1.6666666670000003
357.0,ProClimatePolSupp,2.1666666670000003
1318.0,ProClimatePolSupp,2.1666666670000003
516.0,ProClimatePolSupp,1.0
1932.0,ProClimatePolSupp,0.0
1327.0,ProClimatePolSupp,2.0
332.0,ProClimatePolSupp,0.0
861.0,ProClimatePolSupp,2.6666666670000003
1540.0,ProClimatePolSupp,-2.1666666670000003
529.0,ProClimatePolSupp,2.6666666670000003
1339.0,ProClimatePolSupp,0.16666666700000032
1730.0,ProClimatePolSupp,0.0
485.0,ProClimatePolSupp,1.5
174.0,ProClimatePolSupp,-1.3333333330000001
1450.0,ProClimatePolSupp,2.3333333329999997
579.0,ProClimatePolSupp,1.5
