day,phase,message_type,sender_type,sender_id,sender_side,recipient_id,recipient_scope,policy_id,package_scope,policy_ids_json,message_text
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,473.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030.

This is Real Hope, Real Change — a practical, fair step that cuts bills, cleans our air, and protects young people’s future. Petrol cars lock us into volatile fuel prices and massive health costs from air pollution; switching to zero-emission vehicles and better public transport would save families money and reduce climate-wrecking emissions. But the transition must be fair. The government should combine the ban with a massive programme of support: free or heavily subsidised public charging, grants and low-cost loans for electric cars, and an urgent national home insulation and retrofit drive so people don’t pay to heat wastefully powered homes. We should also expand affordable, safe alternatives — free bus and tram travel for under-25s, investment in local rail, and safer streets for walking and cycling. Tackle the real villains—fossil fuel interests and profiteering car corporations—so the benefits go to communities, not shareholders. For the common good: ban new petrol cars by 2030, backed by a just transition that leaves no one behind."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1863.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030.

This is Real Hope, Real Change — a practical, fair step that cuts bills, cleans our air, and protects young people’s future. Petrol cars lock us into volatile fuel prices and massive health costs from air pollution; switching to zero-emission vehicles and better public transport would save families money and reduce climate-wrecking emissions. But the transition must be fair. The government should combine the ban with a massive programme of support: free or heavily subsidised public charging, grants and low-cost loans for electric cars, and an urgent national home insulation and retrofit drive so people don’t pay to heat wastefully powered homes. We should also expand affordable, safe alternatives — free bus and tram travel for under-25s, investment in local rail, and safer streets for walking and cycling. Tackle the real villains—fossil fuel interests and profiteering car corporations—so the benefits go to communities, not shareholders. For the common good: ban new petrol cars by 2030, backed by a just transition that leaves no one behind."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,793.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030.

This is Real Hope, Real Change — a practical, fair step that cuts bills, cleans our air, and protects young people’s future. Petrol cars lock us into volatile fuel prices and massive health costs from air pollution; switching to zero-emission vehicles and better public transport would save families money and reduce climate-wrecking emissions. But the transition must be fair. The government should combine the ban with a massive programme of support: free or heavily subsidised public charging, grants and low-cost loans for electric cars, and an urgent national home insulation and retrofit drive so people don’t pay to heat wastefully powered homes. We should also expand affordable, safe alternatives — free bus and tram travel for under-25s, investment in local rail, and safer streets for walking and cycling. Tackle the real villains—fossil fuel interests and profiteering car corporations—so the benefits go to communities, not shareholders. For the common good: ban new petrol cars by 2030, backed by a just transition that leaves no one behind."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1900.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030.

This is Real Hope, Real Change — a practical, fair step that cuts bills, cleans our air, and protects young people’s future. Petrol cars lock us into volatile fuel prices and massive health costs from air pollution; switching to zero-emission vehicles and better public transport would save families money and reduce climate-wrecking emissions. But the transition must be fair. The government should combine the ban with a massive programme of support: free or heavily subsidised public charging, grants and low-cost loans for electric cars, and an urgent national home insulation and retrofit drive so people don’t pay to heat wastefully powered homes. We should also expand affordable, safe alternatives — free bus and tram travel for under-25s, investment in local rail, and safer streets for walking and cycling. Tackle the real villains—fossil fuel interests and profiteering car corporations—so the benefits go to communities, not shareholders. For the common good: ban new petrol cars by 2030, backed by a just transition that leaves no one behind."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,57.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030.

This is Real Hope, Real Change — a practical, fair step that cuts bills, cleans our air, and protects young people’s future. Petrol cars lock us into volatile fuel prices and massive health costs from air pollution; switching to zero-emission vehicles and better public transport would save families money and reduce climate-wrecking emissions. But the transition must be fair. The government should combine the ban with a massive programme of support: free or heavily subsidised public charging, grants and low-cost loans for electric cars, and an urgent national home insulation and retrofit drive so people don’t pay to heat wastefully powered homes. We should also expand affordable, safe alternatives — free bus and tram travel for under-25s, investment in local rail, and safer streets for walking and cycling. Tackle the real villains—fossil fuel interests and profiteering car corporations—so the benefits go to communities, not shareholders. For the common good: ban new petrol cars by 2030, backed by a just transition that leaves no one behind."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,795.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030.

This is Real Hope, Real Change — a practical, fair step that cuts bills, cleans our air, and protects young people’s future. Petrol cars lock us into volatile fuel prices and massive health costs from air pollution; switching to zero-emission vehicles and better public transport would save families money and reduce climate-wrecking emissions. But the transition must be fair. The government should combine the ban with a massive programme of support: free or heavily subsidised public charging, grants and low-cost loans for electric cars, and an urgent national home insulation and retrofit drive so people don’t pay to heat wastefully powered homes. We should also expand affordable, safe alternatives — free bus and tram travel for under-25s, investment in local rail, and safer streets for walking and cycling. Tackle the real villains—fossil fuel interests and profiteering car corporations—so the benefits go to communities, not shareholders. For the common good: ban new petrol cars by 2030, backed by a just transition that leaves no one behind."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1738.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030.

This is Real Hope, Real Change — a practical, fair step that cuts bills, cleans our air, and protects young people’s future. Petrol cars lock us into volatile fuel prices and massive health costs from air pollution; switching to zero-emission vehicles and better public transport would save families money and reduce climate-wrecking emissions. But the transition must be fair. The government should combine the ban with a massive programme of support: free or heavily subsidised public charging, grants and low-cost loans for electric cars, and an urgent national home insulation and retrofit drive so people don’t pay to heat wastefully powered homes. We should also expand affordable, safe alternatives — free bus and tram travel for under-25s, investment in local rail, and safer streets for walking and cycling. Tackle the real villains—fossil fuel interests and profiteering car corporations—so the benefits go to communities, not shareholders. For the common good: ban new petrol cars by 2030, backed by a just transition that leaves no one behind."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,574.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030.

This is Real Hope, Real Change — a practical, fair step that cuts bills, cleans our air, and protects young people’s future. Petrol cars lock us into volatile fuel prices and massive health costs from air pollution; switching to zero-emission vehicles and better public transport would save families money and reduce climate-wrecking emissions. But the transition must be fair. The government should combine the ban with a massive programme of support: free or heavily subsidised public charging, grants and low-cost loans for electric cars, and an urgent national home insulation and retrofit drive so people don’t pay to heat wastefully powered homes. We should also expand affordable, safe alternatives — free bus and tram travel for under-25s, investment in local rail, and safer streets for walking and cycling. Tackle the real villains—fossil fuel interests and profiteering car corporations—so the benefits go to communities, not shareholders. For the common good: ban new petrol cars by 2030, backed by a just transition that leaves no one behind."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,183.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030.

This is Real Hope, Real Change — a practical, fair step that cuts bills, cleans our air, and protects young people’s future. Petrol cars lock us into volatile fuel prices and massive health costs from air pollution; switching to zero-emission vehicles and better public transport would save families money and reduce climate-wrecking emissions. But the transition must be fair. The government should combine the ban with a massive programme of support: free or heavily subsidised public charging, grants and low-cost loans for electric cars, and an urgent national home insulation and retrofit drive so people don’t pay to heat wastefully powered homes. We should also expand affordable, safe alternatives — free bus and tram travel for under-25s, investment in local rail, and safer streets for walking and cycling. Tackle the real villains—fossil fuel interests and profiteering car corporations—so the benefits go to communities, not shareholders. For the common good: ban new petrol cars by 2030, backed by a just transition that leaves no one behind."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1394.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030.

This is Real Hope, Real Change — a practical, fair step that cuts bills, cleans our air, and protects young people’s future. Petrol cars lock us into volatile fuel prices and massive health costs from air pollution; switching to zero-emission vehicles and better public transport would save families money and reduce climate-wrecking emissions. But the transition must be fair. The government should combine the ban with a massive programme of support: free or heavily subsidised public charging, grants and low-cost loans for electric cars, and an urgent national home insulation and retrofit drive so people don’t pay to heat wastefully powered homes. We should also expand affordable, safe alternatives — free bus and tram travel for under-25s, investment in local rail, and safer streets for walking and cycling. Tackle the real villains—fossil fuel interests and profiteering car corporations—so the benefits go to communities, not shareholders. For the common good: ban new petrol cars by 2030, backed by a just transition that leaves no one behind."
1,P-A,political_broadcast,political_agent,agent_a,pro_climate,1884.0,broadcast,ClimatePolicyID(3),,[],"I strongly support a government ban on the sale of new petrol cars by no later than 2030.

This is Real Hope, Real Change — a practical, fair step that cuts bills, cleans our air, and protects young people’s future. Petrol cars lock us into volatile fuel prices and massive health costs from air pollution; switching to zero-emission vehicles and better public transport would save families money and reduce climate-wrecking emissions. But the transition must be fair. The government should combine the ban with a massive programme of support: free or heavily subsidised public charging, grants and low-cost loans for electric cars, and an urgent national home insulation and retrofit drive so people don’t pay to heat wastefully powered homes. We should also expand affordable, safe alternatives — free bus and tram travel for under-25s, investment in local rail, and safer streets for walking and cycling. Tackle the real villains—fossil fuel interests and profiteering car corporations—so the benefits go to communities, not shareholders. For the common good: ban new petrol cars by 2030, backed by a just transition that leaves no one behind."
