agent_id,day,policy_id,numeric
1463.0,0,ClimatePolicyID(5),3
1463.0,1,ClimatePolicyID(5),3
1463.0,2,ClimatePolicyID(5),3
1463.0,0,ClimatePolicyID(5),3
1463.0,1,ClimatePolicyID(5),2
1463.0,2,ClimatePolicyID(5),2
937.0,0,ClimatePolicyID(5),1
937.0,1,ClimatePolicyID(5),1
937.0,2,ClimatePolicyID(5),1
937.0,0,ClimatePolicyID(5),1
937.0,1,ClimatePolicyID(5),1
937.0,2,ClimatePolicyID(5),0
771.0,0,ClimatePolicyID(5),1
771.0,1,ClimatePolicyID(5),1
771.0,2,ClimatePolicyID(5),-2
771.0,0,ClimatePolicyID(5),1
771.0,1,ClimatePolicyID(5),-2
771.0,2,ClimatePolicyID(5),-2
