agent_id,day,policy_id,numeric
473.0,0,ClimatePolicyID(3),-3
473.0,1,ClimatePolicyID(3),-1
473.0,2,ClimatePolicyID(3),-1
473.0,3,ClimatePolicyID(3),-1
473.0,4,ClimatePolicyID(3),-1
1262.0,0,ClimatePolicyID(3),-3
1262.0,1,ClimatePolicyID(3),2
1262.0,2,ClimatePolicyID(3),2
1262.0,3,ClimatePolicyID(3),-1
1262.0,4,ClimatePolicyID(3),2
1863.0,0,ClimatePolicyID(3),3
1863.0,1,ClimatePolicyID(3),2
1863.0,2,ClimatePolicyID(3),2
1863.0,3,ClimatePolicyID(3),2
1863.0,4,ClimatePolicyID(3),2
1194.0,0,ClimatePolicyID(3),3
1194.0,1,ClimatePolicyID(3),3
1194.0,2,ClimatePolicyID(3),3
1194.0,3,ClimatePolicyID(3),3
1194.0,4,ClimatePolicyID(3),3
376.0,0,ClimatePolicyID(3),-3
376.0,1,ClimatePolicyID(3),-2
376.0,2,ClimatePolicyID(3),-2
376.0,3,ClimatePolicyID(3),-2
376.0,4,ClimatePolicyID(3),-2
793.0,0,ClimatePolicyID(3),-1
793.0,1,ClimatePolicyID(3),2
793.0,2,ClimatePolicyID(3),1
793.0,3,ClimatePolicyID(3),2
793.0,4,ClimatePolicyID(3),2
1900.0,0,ClimatePolicyID(3),0
1900.0,1,ClimatePolicyID(3),1
1900.0,2,ClimatePolicyID(3),1
1900.0,3,ClimatePolicyID(3),1
1900.0,4,ClimatePolicyID(3),1
57.0,0,ClimatePolicyID(3),1
57.0,1,ClimatePolicyID(3),2
57.0,2,ClimatePolicyID(3),2
57.0,3,ClimatePolicyID(3),2
57.0,4,ClimatePolicyID(3),2
795.0,0,ClimatePolicyID(3),-3
795.0,1,ClimatePolicyID(3),-1
795.0,2,ClimatePolicyID(3),-2
795.0,3,ClimatePolicyID(3),-2
795.0,4,ClimatePolicyID(3),-1
1738.0,0,ClimatePolicyID(3),-3
1738.0,1,ClimatePolicyID(3),-2
1738.0,2,ClimatePolicyID(3),-1
1738.0,3,ClimatePolicyID(3),-1
1738.0,4,ClimatePolicyID(3),-1
574.0,0,ClimatePolicyID(3),1
574.0,1,ClimatePolicyID(3),2
574.0,2,ClimatePolicyID(3),2
574.0,3,ClimatePolicyID(3),1
574.0,4,ClimatePolicyID(3),2
183.0,0,ClimatePolicyID(3),2
183.0,1,ClimatePolicyID(3),2
183.0,2,ClimatePolicyID(3),2
183.0,3,ClimatePolicyID(3),2
183.0,4,ClimatePolicyID(3),2
1394.0,0,ClimatePolicyID(3),0
1394.0,1,ClimatePolicyID(3),2
1394.0,2,ClimatePolicyID(3),2
1394.0,3,ClimatePolicyID(3),2
1394.0,4,ClimatePolicyID(3),2
1348.0,0,ClimatePolicyID(3),-2
1348.0,1,ClimatePolicyID(3),-1
1348.0,2,ClimatePolicyID(3),-2
1348.0,3,ClimatePolicyID(3),-2
1348.0,4,ClimatePolicyID(3),-1
1884.0,0,ClimatePolicyID(3),3
1884.0,1,ClimatePolicyID(3),3
1884.0,2,ClimatePolicyID(3),3
1884.0,3,ClimatePolicyID(3),3
1884.0,4,ClimatePolicyID(3),3
1612.0,0,ClimatePolicyID(3),-1
1612.0,1,ClimatePolicyID(3),1
1612.0,2,ClimatePolicyID(3),-1
1612.0,3,ClimatePolicyID(3),1
1612.0,4,ClimatePolicyID(3),-1
1475.0,0,ClimatePolicyID(3),0
1475.0,1,ClimatePolicyID(3),2
1475.0,2,ClimatePolicyID(3),2
1475.0,3,ClimatePolicyID(3),2
1475.0,4,ClimatePolicyID(3),1
848.0,0,ClimatePolicyID(3),-3
848.0,1,ClimatePolicyID(3),-2
848.0,2,ClimatePolicyID(3),-2
848.0,3,ClimatePolicyID(3),-2
848.0,4,ClimatePolicyID(3),-2
1661.0,0,ClimatePolicyID(3),0
1661.0,1,ClimatePolicyID(3),2
1661.0,2,ClimatePolicyID(3),2
1661.0,3,ClimatePolicyID(3),2
1661.0,4,ClimatePolicyID(3),2
1284.0,0,ClimatePolicyID(3),3
1284.0,1,ClimatePolicyID(3),2
1284.0,2,ClimatePolicyID(3),2
1284.0,3,ClimatePolicyID(3),2
1284.0,4,ClimatePolicyID(3),2
1121.0,0,ClimatePolicyID(3),0
1121.0,1,ClimatePolicyID(3),1
1121.0,2,ClimatePolicyID(3),1
1121.0,3,ClimatePolicyID(3),1
1121.0,4,ClimatePolicyID(3),1
191.0,0,ClimatePolicyID(3),2
191.0,1,ClimatePolicyID(3),2
191.0,2,ClimatePolicyID(3),2
191.0,3,ClimatePolicyID(3),2
191.0,4,ClimatePolicyID(3),2
874.0,0,ClimatePolicyID(3),-2
874.0,1,ClimatePolicyID(3),-2
874.0,2,ClimatePolicyID(3),-2
874.0,3,ClimatePolicyID(3),-2
874.0,4,ClimatePolicyID(3),-2
1415.0,0,ClimatePolicyID(3),-3
1415.0,1,ClimatePolicyID(3),-2
1415.0,2,ClimatePolicyID(3),-2
1415.0,3,ClimatePolicyID(3),-2
1415.0,4,ClimatePolicyID(3),-3
1844.0,0,ClimatePolicyID(3),1
1844.0,1,ClimatePolicyID(3),2
1844.0,2,ClimatePolicyID(3),2
1844.0,3,ClimatePolicyID(3),2
1844.0,4,ClimatePolicyID(3),2
1105.0,0,ClimatePolicyID(3),-2
1105.0,1,ClimatePolicyID(3),-1
1105.0,2,ClimatePolicyID(3),-2
1105.0,3,ClimatePolicyID(3),-2
1105.0,4,ClimatePolicyID(3),-2
1280.0,0,ClimatePolicyID(3),3
1280.0,1,ClimatePolicyID(3),3
1280.0,2,ClimatePolicyID(3),3
1280.0,3,ClimatePolicyID(3),2
1280.0,4,ClimatePolicyID(3),3
853.0,0,ClimatePolicyID(3),-3
853.0,1,ClimatePolicyID(3),-2
853.0,2,ClimatePolicyID(3),-2
853.0,3,ClimatePolicyID(3),-2
853.0,4,ClimatePolicyID(3),-2
8.0,0,ClimatePolicyID(3),-1
8.0,1,ClimatePolicyID(3),2
8.0,2,ClimatePolicyID(3),1
8.0,3,ClimatePolicyID(3),1
8.0,4,ClimatePolicyID(3),1
748.0,0,ClimatePolicyID(3),3
748.0,1,ClimatePolicyID(3),3
748.0,2,ClimatePolicyID(3),3
748.0,3,ClimatePolicyID(3),3
748.0,4,ClimatePolicyID(3),3
